"rent_date","rent_place","using_time","dist","bill_type"
"2019-01-28 08:00:25","ST-147",8,1960,"BIL_004"
"2019-01-28 08:08:51","ST-1210",5,940,"BIL_005"
"2019-01-28 08:20:16","ST-909",4,990,"BIL_005"
"2019-01-28 07:51:22","ST-770",33,8680,"BIL_004"
"2019-01-28 07:58:26","ST-1198",26,6860,"BIL_002"
"2019-01-28 08:19:56","ST-890",9,1700,"BIL_004"
"2019-01-28 07:35:10","ST-264",54,14400,"BIL_004"
"2019-01-28 08:25:18","ST-619",5,760,"BIL_015"
"2019-01-28 08:29:17","ST-1124",2,370,"BIL_006"
"2019-01-28 08:15:21","ST-1067",20,174040,"BIL_004"
"2019-01-28 08:29:20","ST-23",10,1890,"BIL_005"
"2019-01-28 08:34:12","ST-1653",5,1050,"BIL_006"
"2019-01-28 07:58:04","ST-929",30,0,"BIL_005"
"2019-01-28 08:41:43","ST-596",6,1480,"BIL_015"
"2019-01-28 08:44:29","ST-1575",6,1500,"BIL_004"
"2019-01-28 08:40:49","ST-1268",10,2820,"BIL_014"
"2019-01-28 08:51:30","ST-1170",3,790,"BIL_015"
"2019-01-28 08:49:36","ST-102",11,2620,"BIL_014"
"2019-01-28 08:52:43","ST-1378",12,2410,"BIL_004"
"2019-01-28 09:07:25","ST-664",8,1180,"BIL_004"
"2019-01-28 09:17:33","ST-1719",3,820,"BIL_004"
"2019-01-28 09:18:18","ST-119",3,670,"BIL_014"
"2019-01-28 09:26:58","ST-501",9,1820,"BIL_015"
"2019-01-28 09:33:33","ST-794",10,1510,"BIL_002"
"2019-01-28 09:35:16","ST-1305",12,1450,"BIL_004"
"2019-01-28 09:37:10","ST-385",9,2080,"BIL_014"
"2019-01-28 09:30:47","ST-541",28,4110,"BIL_014"
"2019-01-28 09:11:24","ST-1427",46,6010,"BIL_006"
"2019-01-28 10:11:13","ST-1689",2,210,"BIL_006"
"2019-01-28 10:08:54","ST-1194",8,1910,"BIL_004"
"2019-01-28 10:09:02","ST-1028",9,1700,"BIL_015"
"2019-01-28 10:56:23","ST-375",23,4420,"BIL_014"
"2019-01-28 10:38:57","ST-1370",57,8000,"BIL_015"
"2019-01-28 11:16:26","ST-1678",23,2400,"BIL_012"
"2019-01-28 11:38:29","ST-1200",5,790,"BIL_005"
"2019-01-28 12:23:24","ST-1189",7,1320,"BIL_004"
"2019-01-28 12:13:10","ST-1125",19,1440,"BIL_015"
"2019-01-28 12:26:16","ST-920",11,1630,"BIL_006"
"2019-01-28 12:34:02","ST-258",5,1010,"BIL_004"
"2019-01-28 12:44:36","ST-40",3,630,"BIL_004"
"2019-01-28 12:42:27","ST-834",6,910,"BIL_004"
"2019-01-28 12:47:45","ST-143",2,460,"BIL_006"
"2019-01-28 12:49:29","ST-1711",6,910,"BIL_005"
"2019-01-28 12:50:34","ST-359",8,1520,"BIL_002"
"2019-01-28 13:01:51","ST-625",4,1080,"BIL_004"
"2019-01-28 13:24:40","ST-1707",4,620,"BIL_002"
"2019-01-28 13:18:17","ST-1728",18,1550,"BIL_004"
"2019-01-28 13:44:14","ST-167",15,2160,"BIL_004"
"2019-01-28 14:03:16","ST-101",5,0,"BIL_004"
"2019-01-28 13:40:48","ST-887",34,4620,"BIL_005"
"2019-01-28 14:17:21","ST-359",19,1820,"BIL_004"
"2019-01-28 14:16:31","ST-495",25,2150,"BIL_004"
"2019-01-28 14:02:42","ST-1223",42,6330,"BIL_006"
"2019-01-28 14:53:16","ST-103",3,600,"BIL_002"
"2019-01-28 14:52:39","ST-946",12,2540,"BIL_004"
"2019-01-28 14:28:58","ST-603",41,5780,"BIL_006"
"2019-01-28 14:59:21","ST-1070",18,2260,"BIL_002"
"2019-01-28 15:04:15","ST-417",15,1210,"BIL_014"
"2019-01-28 14:56:51","ST-816",24,1450,"BIL_005"
"2019-01-28 14:04:56","ST-677",78,17080,"BIL_012"
"2019-01-28 15:28:06","ST-1699",9,2000,"BIL_015"
"2019-01-28 14:14:21","ST-362",91,1100,"BIL_015"
"2019-01-28 15:12:06","ST-1678",39,7910,"BIL_004"
"2019-01-28 16:07:32","ST-735",3,620,"BIL_005"
"2019-01-28 15:06:07","ST-654",68,5090,"BIL_012"
"2019-01-28 16:13:54","ST-881",3,620,"BIL_005"
"2019-01-28 15:06:23","ST-195",74,2330,"BIL_014"
"2019-01-28 16:26:21","ST-395",20,2990,"BIL_004"
"2019-01-28 16:31:10","ST-522",15,2400,"BIL_005"
"2019-01-28 17:15:00","ST-73",3,420,"BIL_004"
"2019-01-28 17:05:44","ST-1405",19,1830,"BIL_002"
"2019-01-28 17:35:14","ST-253",6,400,"BIL_014"
"2019-01-28 17:32:50","ST-338",10,1870,"BIL_004"
"2019-01-28 17:43:04","ST-551",8,1210,"BIL_002"
"2019-01-28 17:47:09","ST-1554",7,1090,"BIL_012"
"2019-01-28 17:55:52","ST-486",1,160,"BIL_015"
"2019-01-28 17:44:49","ST-1194",11,2490,"BIL_004"
"2019-01-28 17:48:19","ST-501",13,2100,"BIL_014"
"2019-01-28 17:36:15","ST-242",27,5530,"BIL_002"
"2019-01-28 17:22:21","ST-376",44,9390,"BIL_006"
"2019-01-28 17:54:32","ST-622",13,2550,"BIL_006"
"2019-01-28 18:09:25","ST-58",2,390,"BIL_004"
"2019-01-28 18:10:06","ST-1224",7,1170,"BIL_004"
"2019-01-28 18:13:40","ST-1718",5,1030,"BIL_004"
"2019-01-28 18:20:07","ST-611",3,370,"BIL_006"
"2019-01-28 18:17:31","ST-1325",6,700,"BIL_005"
"2019-01-28 18:00:26","ST-131",24,3420,"BIL_015"
"2019-01-28 18:14:59","ST-251",12,2510,"BIL_005"
"2019-01-28 18:06:25","ST-194",22,5620,"BIL_012"
"2019-01-28 18:09:04","ST-808",23,4610,"BIL_004"
"2019-01-28 18:23:06","ST-773",13,2130,"BIL_015"
"2019-01-28 17:29:20","ST-1140",76,3830,"BIL_015"
"2019-01-28 18:20:14","ST-1274",27,4240,"BIL_005"
"2019-01-28 18:42:29","ST-1215",7,1780,"BIL_002"
"2019-01-28 18:40:55","ST-151",23,5450,"BIL_005"
"2019-01-28 19:00:18","ST-126",5,740,"BIL_015"
"2019-01-28 19:00:12","ST-155",8,1050,"BIL_005"
"2019-01-28 18:59:12","ST-1208",12,1520,"BIL_014"
"2019-01-28 18:32:03","ST-416",38,5750,"BIL_002"
"2019-01-28 18:50:19","ST-891",21,2980,"BIL_004"
"2019-01-28 18:59:32","ST-1065",12,2440,"BIL_005"
"2019-01-28 19:09:06","ST-413",6,490,"BIL_002"
"2019-01-28 18:28:43","ST-83",48,10680,"BIL_015"
"2019-01-28 19:01:29","ST-1499",20,3380,"BIL_015"
"2019-01-28 19:16:14","ST-1141",6,1440,"BIL_002"
"2019-01-28 19:11:40","ST-639",12,2430,"BIL_014"
"2019-01-28 19:28:21","ST-171",2,440,"BIL_002"
"2019-01-28 19:32:53","ST-132",6,1160,"BIL_004"
"2019-01-28 19:38:44","ST-1501",2,330,"BIL_004"
"2019-01-28 18:46:52","ST-1492",53,980,"BIL_014"
"2019-01-28 19:28:47","ST-203",18,2540,"BIL_005"
"2019-01-28 19:43:28","ST-463",7,970,"BIL_005"
"2019-01-28 19:29:08","ST-1636",24,3650,"BIL_004"
"2019-01-28 19:39:35","ST-51",28,5130,"BIL_015"
"2019-01-28 20:07:33","ST-255",4,570,"BIL_015"
"2019-01-28 20:05:04","ST-879",7,1060,"BIL_004"
"2019-01-28 20:13:00","ST-1212",4,580,"BIL_004"
"2019-01-28 18:40:22","ST-366",101,19210,"BIL_014"
"2019-01-28 19:29:36","ST-42",51,7280,"BIL_012"
"2019-01-28 19:46:47","ST-767",37,5820,"BIL_004"
"2019-01-28 20:28:51","ST-942",6,1120,"BIL_002"
"2019-01-28 20:11:08","ST-923",28,1710,"BIL_005"
"2019-01-28 20:28:36","ST-719",14,780,"BIL_015"
"2019-01-28 20:44:30","ST-195",2,620,"BIL_005"
"2019-01-28 20:43:43","ST-847",11,1880,"BIL_014"
"2019-01-28 20:55:01","ST-956",4,590,"BIL_005"
"2019-01-28 20:34:46","ST-901",29,4980,"BIL_004"
"2019-01-28 20:56:24","ST-1319",11,2090,"BIL_004"
"2019-01-28 21:14:56","ST-1549",4,910,"BIL_004"
"2019-01-28 21:10:28","ST-676",9,1640,"BIL_006"
"2019-01-28 20:29:15","ST-7",59,10900,"BIL_015"
"2019-01-28 21:36:03","ST-542",19,1990,"BIL_014"
"2019-01-28 21:43:07","ST-835",14,2190,"BIL_002"
"2019-01-28 21:48:49","ST-1193",10,1520,"BIL_004"
"2019-01-28 21:08:33","ST-908",59,5500,"BIL_007"
"2019-01-28 22:10:05","ST-368",3,470,"BIL_005"
"2019-01-28 22:04:28","ST-369",9,880,"BIL_005"
"2019-01-28 21:19:24","ST-1692",55,12240,"BIL_002"
"2019-01-28 22:10:41","ST-1425",13,1610,"BIL_004"
"2019-01-28 22:03:56","ST-142",20,3170,"BIL_015"
"2019-01-28 22:28:05","ST-1105",9,2520,"BIL_004"
"2019-01-28 22:37:17","ST-14",3,1040,"BIL_004"
"2019-01-28 22:23:43","ST-1458",17,3220,"BIL_002"
"2019-01-28 22:16:49","ST-919",25,4380,"BIL_015"
"2019-01-28 22:31:37","ST-646",12,1390,"BIL_005"
"2019-01-28 22:18:34","ST-540",26,2370,"BIL_006"
"2019-01-28 22:53:07","ST-936",2,450,"BIL_015"
"2019-01-28 21:40:49","ST-246",77,9660,"BIL_016"
"2019-01-28 22:09:49","ST-1705",49,9660,"BIL_006"
"2019-01-28 22:51:51","ST-1718",10,1860,"BIL_015"
"2019-01-28 22:28:02","ST-617",40,9610,"BIL_015"
"2019-01-28 23:05:39","ST-492",11,2700,"BIL_004"
"2019-01-28 23:13:03","ST-856",9,1590,"BIL_015"
"2019-01-28 23:15:45","ST-159",34,4410,"BIL_004"
"2019-01-28 23:26:26","ST-322",29,48840,"BIL_015"
"2019-01-28 23:12:34","ST-97",48,2960,"BIL_015"
"2019-01-28 23:45:03","ST-1263",5,0,"BIL_004"
"2019-01-29 00:27:16","ST-175",2,680,"BIL_002"
"2019-01-29 00:09:47","ST-7",30,3500,"BIL_014"
"2019-01-29 00:45:50","ST-1061",0,0,"BIL_004"
"2019-01-29 01:03:10","ST-605",5,1060,"BIL_004"
"2019-01-29 01:16:21","ST-1088",3,580,"BIL_014"
"2019-01-29 00:30:09","ST-1336",57,14460,"BIL_002"
"2019-01-29 01:20:08","ST-913",13,2230,"BIL_004"
"2019-01-29 01:26:33","ST-907",24,3480,"BIL_006"
"2019-01-29 02:07:05","ST-1118",5,910,"BIL_005"
"2019-01-29 01:49:47","ST-1266",27,2850,"BIL_004"
"2019-01-29 01:29:18","ST-372",49,1030,"BIL_004"
"2019-01-29 02:36:15","ST-944",5,1230,"BIL_004"
"2019-01-29 02:16:04","ST-1347",49,5680,"BIL_005"
"2019-01-29 03:44:40","ST-1638",9,940,"BIL_005"
"2019-01-29 03:54:47","ST-1391",22,4050,"BIL_005"
"2019-01-29 05:46:32","ST-390",12,3310,"BIL_004"
"2019-01-29 06:58:38","ST-687",5,920,"BIL_004"
"2019-01-29 06:25:03","ST-1351",47,9530,"BIL_014"
"2019-01-29 07:05:43","ST-227",12,2640,"BIL_005"
"2019-01-29 07:08:37","ST-751",25,7970,"BIL_014"
"2019-01-29 07:36:31","ST-73",6,840,"BIL_005"
"2019-01-29 07:43:54","ST-178",7,1730,"BIL_004"
"2019-01-29 07:46:10","ST-384",10,2220,"BIL_005"
"2019-01-29 07:55:42","ST-280",1,470,"BIL_004"
"2019-01-29 08:03:46","ST-410",4,760,"BIL_006"
"2019-01-29 07:42:37","ST-1386",29,7350,"BIL_015"
"2019-01-29 08:08:37","ST-1317",5,1010,"BIL_015"
"2019-01-29 08:08:56","ST-62",9,1060,"BIL_005"
"2019-01-29 08:14:15","ST-291",5,870,"BIL_005"
"2019-01-29 08:19:00","ST-1329",5,600,"BIL_002"
"2019-01-29 08:07:20","ST-1522",19,0,"BIL_006"
"2019-01-29 08:28:23","ST-280",2,790,"BIL_004"
"2019-01-29 08:29:29","ST-1326",7,1110,"BIL_014"
"2019-01-29 08:28:54","ST-12",10,1490,"BIL_004"
"2019-01-29 08:26:50","ST-478",14,3410,"BIL_014"
"2019-01-29 08:27:47","ST-359",16,3190,"BIL_005"
"2019-01-29 08:44:50","ST-772",2,520,"BIL_005"
"2019-01-29 08:11:58","ST-1693",36,7720,"BIL_005"
"2019-01-29 08:36:23","ST-780",15,2590,"BIL_005"
"2019-01-29 08:46:19","ST-424",6,1480,"BIL_005"
"2019-01-29 08:50:35","ST-1063",5,760,"BIL_005"
"2019-01-29 08:51:58","ST-176",8,2030,"BIL_012"
"2019-01-29 08:42:03","ST-1201",19,4330,"BIL_004"
"2019-01-29 09:00:17","ST-350",5,1090,"BIL_004"
"2019-01-29 09:09:58","ST-69",2,490,"BIL_005"
"2019-01-29 09:05:32","ST-291",8,1450,"BIL_006"
"2019-01-29 09:16:45","ST-374",6,970,"BIL_004"
"2019-01-29 09:17:43","ST-281",5,900,"BIL_002"
"2019-01-29 09:19:54","ST-120",7,1010,"BIL_004"
"2019-01-29 09:56:14","ST-495",10,1460,"BIL_002"
"2019-01-29 09:06:47","ST-285",78,2210,"BIL_014"
"2019-01-29 09:49:56","ST-840",45,1040,"BIL_015"
"2019-01-29 10:31:22","ST-342",9,1930,"BIL_014"
"2019-01-29 10:44:22","ST-840",8,1440,"BIL_002"
"2019-01-29 10:47:04","ST-58",11,1960,"BIL_005"
"2019-01-29 11:12:46","ST-1642",7,1270,"BIL_004"
"2019-01-29 11:15:46","ST-322",6,1600,"BIL_005"
"2019-01-29 10:58:45","ST-374",26,1630,"BIL_001"
"2019-01-29 11:12:40","ST-262",14,1810,"BIL_004"
"2019-01-29 10:32:53","ST-455",57,15900,"BIL_014"
"2019-01-29 11:16:29","ST-1625",16,2250,"BIL_015"
"2019-01-29 11:25:53","ST-358",11,3180,"BIL_014"
"2019-01-29 11:33:48","ST-1602",13,2550,"BIL_002"
"2019-01-29 11:42:14","ST-62",6,1040,"BIL_005"
"2019-01-29 11:42:56","ST-60",6,1680,"BIL_004"
"2019-01-29 12:01:16","ST-1599",29,5810,"BIL_004"
"2019-01-29 12:28:32","ST-944",4,700,"BIL_004"
"2019-01-29 12:29:42","ST-952",7,860,"BIL_012"
"2019-01-29 12:42:50","ST-1494",5,1340,"BIL_004"
"2019-01-29 12:29:37","ST-439",20,3770,"BIL_002"
"2019-01-29 12:32:49","ST-1004",37,5220,"BIL_002"
"2019-01-29 11:44:13","ST-202",93,17990,"BIL_014"
"2019-01-29 13:12:32","ST-145",9,1410,"BIL_004"
"2019-01-29 13:20:22","ST-1614",7,1220,"BIL_004"
"2019-01-29 12:54:48","ST-344",34,7400,"BIL_002"
"2019-01-29 13:21:31","ST-186",9,1500,"BIL_002"
"2019-01-29 13:03:30","ST-456",31,5620,"BIL_012"
"2019-01-29 13:42:46","ST-1619",10,2100,"BIL_015"
"2019-01-29 13:17:39","ST-51",42,1840,"BIL_015"
"2019-01-29 13:52:49","ST-177",11,2040,"BIL_006"
"2019-01-29 13:59:04","ST-1378",7,1350,"BIL_004"
"2019-01-29 14:01:44","ST-28",11,2120,"BIL_014"
"2019-01-29 14:11:28","ST-1360",2,450,"BIL_004"
"2019-01-29 13:35:50","ST-145",50,6280,"BIL_002"
"2019-01-29 12:37:46","ST-325",111,3410,"BIL_014"
"2019-01-29 14:32:28","ST-395",18,4220,"BIL_006"
"2019-01-29 14:32:51","ST-202",27,3720,"BIL_006"
"2019-01-29 14:29:24","ST-565",31,5850,"BIL_002"
"2019-01-29 14:48:20","ST-789",15,2290,"BIL_004"
"2019-01-29 15:04:34","ST-15",5,930,"BIL_005"
"2019-01-29 14:36:54","ST-1440",34,2800,"BIL_004"
"2019-01-29 15:11:37","ST-611",7,750,"BIL_006"
"2019-01-29 15:03:00","ST-1337",19,3790,"BIL_002"
"2019-01-29 15:14:20","ST-1639",9,1640,"BIL_014"
"2019-01-29 15:11:13","ST-394",21,1270,"BIL_004"
"2019-01-29 15:29:10","ST-1426",9,1960,"BIL_006"
"2019-01-29 15:34:13","ST-482",20,3020,"BIL_014"
"2019-01-29 15:11:00","ST-78",46,11020,"BIL_006"
"2019-01-29 15:56:21","ST-1674",14,1860,"BIL_001"
"2019-01-29 16:00:19","ST-1123",23,2450,"BIL_002"
"2019-01-29 16:24:26","ST-1031",4,1220,"BIL_015"
"2019-01-29 16:02:53","ST-708",27,2420,"BIL_004"
"2019-01-29 16:33:46","ST-406",2,750,"BIL_005"
"2019-01-29 16:30:33","ST-102",6,1050,"BIL_007"
"2019-01-29 16:19:06","ST-1078",26,2680,"BIL_012"
"2019-01-29 16:46:47","ST-67",3,660,"BIL_004"
"2019-01-29 16:44:15","ST-406",8,2030,"BIL_004"
"2019-01-29 16:06:37","ST-695",54,16560,"BIL_015"
"2019-01-29 17:14:18","ST-1310",3,670,"BIL_006"
"2019-01-29 16:34:42","ST-296",64,10900,"BIL_008"
"2019-01-29 17:17:54","ST-215",24,3300,"BIL_006"
"2019-01-29 17:40:38","ST-123",3,780,"BIL_004"
"2019-01-29 17:25:05","ST-821",21,5570,"BIL_004"
"2019-01-29 17:44:21","ST-364",7,1210,"BIL_004"
"2019-01-29 17:51:08","ST-1608",5,730,"BIL_004"
"2019-01-29 17:11:37","ST-1195",45,7490,"BIL_006"
"2019-01-29 17:53:35","ST-1546",3,700,"BIL_014"
"2019-01-29 17:56:12","ST-261",4,300,"BIL_005"
"2019-01-29 17:55:54","ST-890",5,1060,"BIL_005"
"2019-01-29 18:04:36","ST-169",4,730,"BIL_014"
"2019-01-29 18:03:12","ST-1640",5,600,"BIL_004"
"2019-01-29 17:36:03","ST-840",33,2920,"BIL_004"
"2019-01-29 17:39:02","ST-182",30,5450,"BIL_015"
"2019-01-29 18:07:52","ST-262",8,1280,"BIL_002"
"2019-01-29 18:11:06","ST-136",9,1850,"BIL_005"
"2019-01-29 18:10:05","ST-371",12,3330,"BIL_014"
"2019-01-29 17:34:39","ST-751",54,7250,"BIL_014"
"2019-01-29 18:04:13","ST-84",24,4680,"BIL_005"
"2019-01-29 18:11:28","ST-603",22,3330,"BIL_006"
"2019-01-29 18:14:58","ST-1078",20,3880,"BIL_002"
"2019-01-29 18:10:27","ST-1040",25,3420,"BIL_006"
"2019-01-29 18:37:03","ST-1642",4,720,"BIL_004"
"2019-01-29 18:25:29","ST-1359",22,4320,"BIL_005"
"2019-01-29 18:42:52","ST-295",8,1060,"BIL_005"
"2019-01-29 18:40:49","ST-1615",12,1430,"BIL_005"
"2019-01-29 18:52:56","ST-354",7,1240,"BIL_005"
"2019-01-29 18:07:00","ST-368",53,12010,"BIL_015"
"2019-01-29 18:49:55","ST-1334",17,3540,"BIL_015"
"2019-01-29 19:09:13","ST-202",5,1000,"BIL_005"
"2019-01-29 19:08:03","ST-312",7,830,"BIL_005"
"2019-01-29 19:13:21","ST-792",0,90,"BIL_006"
"2019-01-29 18:52:40","ST-1337",29,6980,"BIL_004"
"2019-01-29 19:23:25","ST-1015",3,640,"BIL_005"
"2019-01-29 18:49:53","ST-147",41,8780,"BIL_004"
"2019-01-29 18:17:27","ST-152",74,1110,"BIL_014"
"2019-01-29 19:10:09","ST-958",30,6440,"BIL_004"
"2019-01-29 19:30:10","ST-14",15,2580,"BIL_014"
"2019-01-29 19:16:02","ST-1607",28,3200,"BIL_005"
"2019-01-29 19:32:01","ST-881",16,3280,"BIL_005"
"2019-01-29 19:28:55","ST-4",24,1040,"BIL_002"
"2019-01-29 19:39:29","ST-20",15,1790,"BIL_016"
"2019-01-29 19:50:02","ST-359",17,2280,"BIL_004"
"2019-01-29 19:51:22","ST-1353",18,2230,"BIL_014"
"2019-01-29 20:09:06","ST-1238",5,810,"BIL_015"
"2019-01-29 20:13:21","ST-392",3,670,"BIL_004"
"2019-01-29 19:29:31","ST-154",48,3920,"BIL_002"
"2019-01-29 20:09:17","ST-735",10,1430,"BIL_014"
"2019-01-29 19:54:58","ST-786",29,4490,"BIL_015"
"2019-01-29 19:55:19","ST-29",29,4950,"BIL_001"
"2019-01-29 19:00:02","ST-652",87,8970,"BIL_016"
"2019-01-29 20:26:28","ST-1193",9,1190,"BIL_004"
"2019-01-29 20:20:19","ST-803",26,5190,"BIL_005"
"2019-01-29 20:44:01","ST-307",8,1320,"BIL_004"
"2019-01-29 20:49:22","ST-831",5,910,"BIL_014"
"2019-01-29 20:19:44","ST-789",36,65740,"BIL_004"
"2019-01-29 21:00:10","ST-1333",8,1960,"BIL_006"
"2019-01-29 20:48:36","ST-1584",26,2540,"BIL_004"
"2019-01-29 21:09:15","ST-1192",9,1510,"BIL_004"
"2019-01-29 21:11:19","ST-1077",11,2010,"BIL_015"
"2019-01-29 21:27:58","ST-173",19,2110,"BIL_015"
"2019-01-29 21:28:16","ST-827",20,2110,"BIL_002"
"2019-01-29 21:46:23","ST-975",5,820,"BIL_005"
"2019-01-29 21:32:51","ST-119",21,5330,"BIL_004"
"2019-01-29 21:21:17","ST-1089",32,4150,"BIL_002"
"2019-01-29 21:53:52","ST-243",6,980,"BIL_005"
"2019-01-29 21:39:23","ST-664",22,4400,"BIL_015"
"2019-01-29 21:57:53","ST-250",18,5520,"BIL_006"
"2019-01-29 22:13:35","ST-272",3,510,"BIL_015"
"2019-01-29 22:03:32","ST-834",20,3060,"BIL_002"
"2019-01-29 22:19:52","ST-1065",5,590,"BIL_014"
"2019-01-29 22:06:04","ST-1678",18,55290,"BIL_005"
"2019-01-29 22:19:07","ST-740",6,1560,"BIL_005"
"2019-01-29 22:28:51","ST-463",3,240,"BIL_005"
"2019-01-29 21:51:02","ST-1715",45,10160,"BIL_005"
"2019-01-29 22:18:13","ST-312",21,2410,"BIL_005"
"2019-01-29 22:01:17","ST-312",38,7170,"BIL_002"
"2019-01-29 22:29:42","ST-312",10,2850,"BIL_005"
"2019-01-29 22:12:20","ST-829",31,4310,"BIL_002"
"2019-01-29 22:37:36","ST-319",10,2370,"BIL_014"
"2019-01-29 22:37:10","ST-1652",18,2650,"BIL_015"
"2019-01-29 22:27:37","ST-1317",31,5120,"BIL_004"
"2019-01-29 22:53:31","ST-976",14,2010,"BIL_015"
"2019-01-29 23:21:05","ST-359",9,1450,"BIL_015"
"2019-01-29 22:55:36","ST-1543",35,4070,"BIL_002"
"2019-01-29 23:09:27","ST-377",30,3200,"BIL_002"
"2019-01-29 23:01:42","ST-578",40,8130,"BIL_004"
"2019-01-29 23:49:17","ST-265",7,1420,"BIL_005"
"2019-01-29 23:31:20","ST-640",25,6220,"BIL_014"
"2019-01-29 23:47:48","ST-1247",10,1870,"BIL_002"
"2019-01-29 22:58:07","ST-1150",63,490,"BIL_004"
"2019-01-29 23:54:56","ST-1409",25,2340,"BIL_006"
"2019-01-30 00:09:41","ST-413",3,710,"BIL_004"
"2019-01-30 00:12:48","ST-1712",4,980,"BIL_002"
"2019-01-30 00:11:40","ST-222",6,1390,"BIL_004"
"2019-01-30 00:11:35","ST-626",6,1630,"BIL_004"
"2019-01-30 00:07:51","ST-1050",10,2840,"BIL_005"
"2019-01-30 00:50:12","ST-1364",13,1500,"BIL_006"
"2019-01-30 01:03:35","ST-78",1,390,"BIL_002"
"2019-01-30 01:45:25","ST-252",8,1560,"BIL_002"
"2019-01-30 02:09:43","ST-362",5,1130,"BIL_006"
"2019-01-30 02:15:22","ST-942",8,1530,"BIL_006"
"2019-01-30 02:08:35","ST-8",35,7180,"BIL_004"
"2019-01-30 02:46:14","ST-259",8,1270,"BIL_004"
"2019-01-30 02:48:14","ST-814",8,2520,"BIL_006"
"2019-01-30 02:18:24","ST-488",42,9070,"BIL_005"
"2019-01-30 02:34:54","ST-1280",31,5880,"BIL_002"
"2019-01-30 03:25:58","ST-1523",8,1560,"BIL_005"
"2019-01-30 03:22:00","ST-156",13,2730,"BIL_015"
"2019-01-30 04:14:37","ST-262",27,2420,"BIL_002"
"2019-01-30 04:41:57","ST-849",14,3000,"BIL_005"
"2019-01-30 05:09:40","ST-1709",10,1510,"BIL_004"
"2019-01-30 05:00:06","ST-565",21,5080,"BIL_005"
"2019-01-30 05:53:17","ST-69",3,940,"BIL_005"
"2019-01-30 06:16:16","ST-1352",3,620,"BIL_004"
"2019-01-30 06:42:44","ST-958",8,1590,"BIL_004"
"2019-01-30 06:49:41","ST-1036",2,310,"BIL_004"
"2019-01-30 06:43:08","ST-250",16,3260,"BIL_015"
"2019-01-30 05:38:38","ST-527",82,3720,"BIL_014"
"2019-01-30 07:03:44","ST-1123",2,610,"BIL_015"
"2019-01-30 07:34:49","ST-1144",6,1540,"BIL_004"
"2019-01-30 07:39:50","ST-997",7,1330,"BIL_004"
"2019-01-30 07:43:17","ST-1403",5,1200,"BIL_005"
"2019-01-30 07:35:49","ST-541",18,4110,"BIL_004"
"2019-01-30 07:50:40","ST-637",8,1630,"BIL_005"
"2019-01-30 08:06:31","ST-497",6,1030,"BIL_004"
"2019-01-30 08:15:49","ST-124",9,1320,"BIL_005"
"2019-01-30 08:21:59","ST-584",6,2890,"BIL_002"
"2019-01-30 08:25:22","ST-891",4,980,"BIL_002"
"2019-01-30 08:14:33","ST-167",16,2610,"BIL_014"
"2019-01-30 08:15:44","ST-288",16,1880,"BIL_004"
"2019-01-30 08:31:04","ST-1636",13,2240,"BIL_005"
"2019-01-30 08:27:31","ST-1008",17,3570,"BIL_002"
"2019-01-30 08:20:24","ST-820",26,3830,"BIL_004"
"2019-01-30 08:41:00","ST-425",6,1070,"BIL_002"
"2019-01-30 08:25:43","ST-385",22,4220,"BIL_002"
"2019-01-30 08:34:11","ST-803",15,2620,"BIL_002"
"2019-01-30 08:47:49","ST-646",6,35210,"BIL_005"
"2019-01-30 08:39:21","ST-879",20,4400,"BIL_005"
"2019-01-30 08:32:11","ST-1537",30,6580,"BIL_015"
"2019-01-30 09:05:25","ST-495",7,1400,"BIL_004"
"2019-01-30 09:24:34","ST-158",2,440,"BIL_004"
"2019-01-30 09:22:11","ST-312",9,1300,"BIL_015"
"2019-01-30 09:35:45","ST-155",4,760,"BIL_014"
"2019-01-30 09:35:12","ST-261",6,1380,"BIL_002"
"2019-01-30 10:01:16","ST-994",3,490,"BIL_005"
"2019-01-30 09:59:17","ST-1369",13,2730,"BIL_002"
"2019-01-30 10:01:38","ST-1375",14,2090,"BIL_004"
"2019-01-30 10:23:09","ST-99",4,810,"BIL_005"
"2019-01-30 10:22:59","ST-1589",9,1810,"BIL_002"
"2019-01-30 10:11:37","ST-513",25,4710,"BIL_004"
"2019-01-30 10:49:55","ST-322",6,1620,"BIL_005"
"2019-01-30 11:06:03","ST-985",7,1020,"BIL_006"
"2019-01-30 11:18:43","ST-132",5,780,"BIL_005"
"2019-01-30 09:48:24","ST-553",100,3060,"BIL_014"
"2019-01-30 10:38:24","ST-535",68,9120,"BIL_015"
"2019-01-30 11:36:30","ST-740",10,2660,"BIL_004"
"2019-01-30 12:00:49","ST-792",1,300,"BIL_015"
"2019-01-30 11:56:55","ST-1650",6,1400,"BIL_004"
"2019-01-30 12:14:04","ST-25",25,5400,"BIL_015"
"2019-01-30 12:41:16","ST-838",14,1260,"BIL_002"
"2019-01-30 12:37:39","ST-146",26,1770,"BIL_004"
"2019-01-30 12:54:33","ST-377",13,1440,"BIL_014"
"2019-01-30 12:50:02","ST-1263",18,3400,"BIL_014"
"2019-01-30 13:06:00","ST-1306",23,2990,"BIL_012"
"2019-01-30 12:21:44","ST-1644",68,18030,"BIL_014"
"2019-01-30 13:33:20","ST-1601",10,1030,"BIL_015"
"2019-01-30 13:51:02","ST-117",6,1160,"BIL_014"
"2019-01-30 13:52:26","ST-172",6,1090,"BIL_005"
