"invoice_no","stock_code","description","quantity","invoice_date","unit_price","customer_id"
"550911","20750","RED RETROSPOT MINI CASES",2,2011-04-21 13:11:00,7.95,12354
"550911","21533","RETROSPOT LARGE MILK JUG",3,2011-04-21 13:11:00,4.95,12354
"550911","21156","RETROSPOT CHILDRENS APRON",8,2011-04-21 13:11:00,1.95,12354
"550911","22623","BOX OF VINTAGE JIGSAW BLOCKS",3,2011-04-21 13:11:00,5.95,12354
"550911","21890","S/6 WOODEN SKITTLES IN COTTON BAG",6,2011-04-21 13:11:00,3.25,12354
"550911","22138","BAKING SET 9 PIECE RETROSPOT",3,2011-04-21 13:11:00,4.95,12354
"550911","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",10,2011-04-21 13:11:00,0.85,12354
"550946","22962","JAM JAR WITH PINK LID",12,2011-04-21 15:52:00,0.85,12708
"550946","22963","JAM JAR WITH GREEN LID",12,2011-04-21 15:52:00,0.85,12708
"550946","23231","WRAP DOILEY DESIGN",25,2011-04-21 15:52:00,0.42,12708
"550946","22326","ROUND SNACK BOXES SET OF4 WOODLAND",12,2011-04-21 15:52:00,2.95,12708
"550946","22551","PLASTERS IN TIN SPACEBOY",12,2011-04-21 15:52:00,1.65,12708
"550946","22629","SPACEBOY LUNCH BOX",12,2011-04-21 15:52:00,1.95,12708
"550946","21671","RED SPOT CERAMIC DRAWER KNOB",12,2011-04-21 15:52:00,1.25,12708
"550946","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",12,2011-04-21 15:52:00,1.25,12708
"550946","21669","BLUE STRIPE CERAMIC DRAWER KNOB",12,2011-04-21 15:52:00,1.25,12708
"550946","21668","RED STRIPE CERAMIC DRAWER KNOB",12,2011-04-21 15:52:00,1.25,12708
"550946","22585","PACK OF 6 BIRDY GIFT TAGS",12,2011-04-21 15:52:00,1.25,12708
"550946","POST","POSTAGE",1,2011-04-21 15:52:00,18,12708
"550960","23201","JUMBO BAG ALPHABET",10,2011-04-21 16:39:00,2.08,12622
"550960","84945","MULTI COLOUR SILVER T-LIGHT HOLDER",12,2011-04-21 16:39:00,0.85,12622
"550960","22139","RETROSPOT TEA SET CERAMIC 11 PC",3,2011-04-21 16:39:00,4.95,12622
"550960","22197","SMALL POPCORN HOLDER",12,2011-04-21 16:39:00,0.85,12622
"550960","85066","CREAM SWEETHEART MINI CHEST",2,2011-04-21 16:39:00,12.75,12622
"550960","22639","SET OF 4 NAPKIN CHARMS HEARTS",6,2011-04-21 16:39:00,2.55,12622
"550960","22423","REGENCY CAKESTAND 3 TIER",1,2011-04-21 16:39:00,12.75,12622
"550960","84279B","CHERRY BLOSSOM DECORATIVE FLASK",4,2011-04-21 16:39:00,3.75,12622
"550960","21328","BALLOONS  WRITING SET",12,2011-04-21 16:39:00,1.65,12622
"550960","21249","WOODLAND  HEIGHT CHART STICKERS",6,2011-04-21 16:39:00,2.95,12622
"550960","POST","POSTAGE",1,2011-04-21 16:39:00,18,12622
"C551018","22328","ROUND SNACK BOXES SET OF 4 FRUITS",-1,2011-04-26 11:19:00,2.95,12705
"C551018","22667","RECIPE BOX RETROSPOT",-6,2011-04-26 11:19:00,2.95,12705
"C551018","22467","GUMBALL COAT RACK",-2,2011-04-26 11:19:00,2.55,12705
"C551018","22355","CHARLOTTE BAG SUKI DESIGN",-1,2011-04-26 11:19:00,0.85,12705
"C551018","21426","WOODLAND STORAGE BOX SMALL",-1,2011-04-26 11:19:00,2.1,12705
"C551018","21424","WOODLAND STORAGE BOX LARGE",-1,2011-04-26 11:19:00,2.95,12705
"C551018","21238","RED RETROSPOT CUP",-1,2011-04-26 11:19:00,0.85,12705
"C551018","20719","WOODLAND CHARLOTTE BAG",-1,2011-04-26 11:19:00,0.85,12705
"C551018","20712","JUMBO BAG WOODLAND ANIMALS",-2,2011-04-26 11:19:00,1.95,12705
"551163","21749","LARGE RED RETROSPOT WINDMILL",4,2011-04-26 15:52:00,2.1,12573
"551163","22459","CAST IRON HOOK GARDEN TROWEL",1,2011-04-26 15:52:00,2.55,12573
"551163","22996","TRAVEL CARD WALLET VINTAGE TICKET",1,2011-04-26 15:52:00,0.42,12573
"551163","23003","TRAVEL CARD WALLET VINTAGE ROSE",1,2011-04-26 15:52:00,0.42,12573
"551163","84879","ASSORTED COLOUR BIRD ORNAMENT",4,2011-04-26 15:52:00,1.69,12573
"551163","21507","ELEPHANT, BIRTHDAY CARD,",12,2011-04-26 15:52:00,0.42,12573
"551163","21531","RED RETROSPOT SUGAR JAM BOWL",1,2011-04-26 15:52:00,2.55,12573
"551163","22403","MAGNETS PACK OF 4 VINTAGE LABELS",1,2011-04-26 15:52:00,1.25,12573
"551163","22358","KINGS CHOICE TEA CADDY",1,2011-04-26 15:52:00,2.95,12573
"551163","84927F","PSYCHEDELIC TILE HOOK",1,2011-04-26 15:52:00,2.1,12573
"551163","84927A","WAKE UP COCKEREL TILE HOOK",1,2011-04-26 15:52:00,2.1,12573
"551163","21696","SMALL SILVER TRELLIS CANDLEPOT",12,2011-04-26 15:52:00,2.95,12573
"551163","22224","WHITE LOVEBIRD LANTERN",4,2011-04-26 15:52:00,2.95,12573
"551163","47566","PARTY BUNTING",2,2011-04-26 15:52:00,4.95,12573
"551163","22924","FRIDGE MAGNETS LA VIE EN ROSE",12,2011-04-26 15:52:00,0.85,12573
"551163","22431","WATERING CAN BLUE ELEPHANT",1,2011-04-26 15:52:00,1.95,12573
"551163","85194S","HANGING SPRING FLOWER EGG SMALL",1,2011-04-26 15:52:00,0.65,12573
"551163","22976","CIRCUS PARADE CHILDRENS EGG CUP",1,2011-04-26 15:52:00,1.25,12573
"551163","22975","SPACEBOY CHILDRENS EGG CUP",1,2011-04-26 15:52:00,1.25,12573
"551163","22976","CIRCUS PARADE CHILDRENS EGG CUP",2,2011-04-26 15:52:00,1.25,12573
"551163","22974","CHILDRENS DOLLY GIRL MUG",2,2011-04-26 15:52:00,1.65,12573
"551163","21385","IVORY HANGING DECORATION  HEART",2,2011-04-26 15:52:00,0.85,12573
"551163","22972","CHILDREN'S SPACEBOY MUG",2,2011-04-26 15:52:00,1.65,12573
"551163","22977","DOLLY GIRL CHILDRENS EGG CUP",2,2011-04-26 15:52:00,1.25,12573
"551163","22501","PICNIC BASKET WICKER LARGE",1,2011-04-26 15:52:00,9.95,12573
"551163","22083","PAPER CHAIN KIT RETROSPOT",1,2011-04-26 15:52:00,2.95,12573
"551163","21385","IVORY HANGING DECORATION  HEART",1,2011-04-26 15:52:00,0.85,12573
"551163","85123A","WHITE HANGING HEART T-LIGHT HOLDER",9,2011-04-26 15:52:00,2.95,12573
"551187","C2","CARRIAGE",1,2011-04-27 10:02:00,50,14911
"551187","71403","PINK/WHITE ""KEEP CLEAN"" BULLET BIN",12,2011-04-27 10:02:00,2.95,14911
"551187","22381","TOY TIDY PINK POLKADOT",50,2011-04-27 10:02:00,1.85,14911
"551187","22380","TOY TIDY SPACEBOY",50,2011-04-27 10:02:00,1.85,14911
"551187","22379","RECYCLING BAG RETROSPOT",50,2011-04-27 10:02:00,1.85,14911
"551258","22356","CHARLOTTE BAG PINK POLKADOT",10,2011-04-27 12:02:00,0.85,12621
"551258","23204","CHARLOTTE BAG APPLES DESIGN",20,2011-04-27 12:02:00,0.85,12621
"551258","20665","RED RETROSPOT PURSE",6,2011-04-27 12:02:00,2.95,12621
"551258","21556","CERAMIC STRAWBERRY MONEY BOX",6,2011-04-27 12:02:00,2.55,12621
"551258","23078","ICE CREAM PEN LIP GLOSS",24,2011-04-27 12:02:00,1.25,12621
"551258","22175","PINK OWL SOFT TOY",12,2011-04-27 12:02:00,2.95,12621
"551258","22176","BLUE OWL SOFT TOY",12,2011-04-27 12:02:00,2.95,12621
"551258","21128","GOLD FISHING GNOME",2,2011-04-27 12:02:00,6.95,12621
"551258","22621","TRADITIONAL KNITTING NANCY",12,2011-04-27 12:02:00,1.65,12621
"551258","22651","GENTLEMAN SHIRT REPAIR KIT",12,2011-04-27 12:02:00,0.85,12621
"551258","22077","6 RIBBONS RUSTIC CHARM",12,2011-04-27 12:02:00,1.65,12621
"551258","85049D","BRIGHT BLUES RIBBONS",12,2011-04-27 12:02:00,1.25,12621
"551258","85049G","CHOCOLATE BOX RIBBONS",12,2011-04-27 12:02:00,1.25,12621
"551258","20971","PINK BLUE FELT CRAFT TRINKET BOX",12,2011-04-27 12:02:00,1.25,12621
"551258","20972","PINK CREAM FELT CRAFT TRINKET BOX",12,2011-04-27 12:02:00,1.25,12621
"551258","22303","COFFEE MUG APPLES DESIGN",12,2011-04-27 12:02:00,2.55,12621
"551258","22302","COFFEE MUG PEARS  DESIGN",12,2011-04-27 12:02:00,2.55,12621
"551258","21731","RED TOADSTOOL LED NIGHT LIGHT",12,2011-04-27 12:02:00,1.65,12621
"551258","22904","CALENDAR PAPER CUT DESIGN",6,2011-04-27 12:02:00,2.95,12621
"551258","20977","36 PENCILS TUBE WOODLAND",32,2011-04-27 12:02:00,1.25,12621
"551258","22570","FELTCRAFT CUSHION RABBIT",8,2011-04-27 12:02:00,3.75,12621
"551258","22568","FELTCRAFT CUSHION OWL",8,2011-04-27 12:02:00,3.75,12621
"551258","22423","REGENCY CAKESTAND 3 TIER",32,2011-04-27 12:02:00,10.95,12621
"551258","21881","CUTE CATS TAPE",12,2011-04-27 12:02:00,0.65,12621
"551258","23199","JUMBO BAG APPLES",20,2011-04-27 12:02:00,2.08,12621
"551258","21931","JUMBO STORAGE BAG SUKI",20,2011-04-27 12:02:00,2.08,12621
"551258","20712","JUMBO BAG WOODLAND ANIMALS",20,2011-04-27 12:02:00,2.08,12621
"551258","22386","JUMBO BAG PINK POLKADOT",10,2011-04-27 12:02:00,2.08,12621
"551258","85099B","JUMBO BAG RED RETROSPOT",10,2011-04-27 12:02:00,2.08,12621
"551258","20719","WOODLAND CHARLOTTE BAG",20,2011-04-27 12:02:00,0.85,12621
"551258","20723","STRAWBERRY CHARLOTTE BAG",20,2011-04-27 12:02:00,0.85,12621
"551258","22355","CHARLOTTE BAG SUKI DESIGN",20,2011-04-27 12:02:00,0.85,12621
"551258","20724","RED RETROSPOT CHARLOTTE BAG",10,2011-04-27 12:02:00,0.85,12621
"551258","POST","POSTAGE",8,2011-04-27 12:02:00,18,12621
"C551333","22320","BIRDS MOBILE VINTAGE DESIGN",-2,2011-04-27 16:28:00,5.95,12681
"551345","20726","LUNCH BAG WOODLAND",100,2011-04-28 09:03:00,1.45,14646
"551345","20724","RED RETROSPOT CHARLOTTE BAG",100,2011-04-28 09:03:00,0.72,14646
"551345","22328","ROUND SNACK BOXES SET OF 4 FRUITS",48,2011-04-28 09:03:00,2.55,14646
"551345","22326","ROUND SNACK BOXES SET OF4 WOODLAND",48,2011-04-28 09:03:00,2.55,14646
"551345","21671","RED SPOT CERAMIC DRAWER KNOB",96,2011-04-28 09:03:00,1.06,14646
"551345","21930","JUMBO STORAGE BAG SKULLS",10,2011-04-28 09:03:00,2.08,14646
"551345","21989","PACK OF 20 SKULL PAPER NAPKINS",12,2011-04-28 09:03:00,0.85,14646
"551345","21987","PACK OF 6 SKULL PAPER CUPS",12,2011-04-28 09:03:00,0.65,14646
"551345","POST","POSTAGE",6,2011-04-28 09:03:00,15,14646
"551346","21866","UNION JACK FLAG LUGGAGE TAG",12,2011-04-28 09:12:00,1.25,12362
"551346","20750","RED RETROSPOT MINI CASES",2,2011-04-28 09:12:00,7.95,12362
"551346","22276","WASH BAG VINTAGE ROSE PAISLEY",6,2011-04-28 09:12:00,2.55,12362
"551346","20665","RED RETROSPOT PURSE",6,2011-04-28 09:12:00,2.95,12362
"551346","21576","LETS GO SHOPPING COTTON TOTE BAG",6,2011-04-28 09:12:00,2.25,12362
"551346","22372","AIRLINE BAG VINTAGE WORLD CHAMPION",4,2011-04-28 09:12:00,4.25,12362
"551346","47566","PARTY BUNTING",4,2011-04-28 09:12:00,4.95,12362
"551346","22613","PACK OF 20 SPACEBOY NAPKINS",12,2011-04-28 09:12:00,0.85,12362
"551346","22629","SPACEBOY LUNCH BOX",12,2011-04-28 09:12:00,1.95,12362
"551346","22382","LUNCH BAG SPACEBOY DESIGN",20,2011-04-28 09:12:00,1.65,12362
"551346","22383","LUNCH BAG SUKI DESIGN",10,2011-04-28 09:12:00,1.65,12362
"551346","22630","DOLLY GIRL LUNCH BOX",12,2011-04-28 09:12:00,1.95,12362
"551346","23208","LUNCH BAG VINTAGE LEAF DESIGN",10,2011-04-28 09:12:00,1.65,12362
"551346","23206","LUNCH BAG APPLE DESIGN",10,2011-04-28 09:12:00,1.65,12362
"551346","22662","LUNCH BAG DOLLY GIRL DESIGN",10,2011-04-28 09:12:00,1.65,12362
"551346","21561","DINOSAUR LUNCH BOX WITH CUTLERY",6,2011-04-28 09:12:00,2.55,12362
"551346","21918","SET 12 KIDS COLOUR  CHALK STICKS",24,2011-04-28 09:12:00,0.42,12362
"551346","21829","DINOSAUR KEYRINGS ASSORTED",36,2011-04-28 09:12:00,0.21,12362
"551346","37495","FAIRY CAKE BIRTHDAY CANDLE SET",4,2011-04-28 09:12:00,3.75,12362
"551346","22405","MONEY BOX POCKET MONEY DESIGN",12,2011-04-28 09:12:00,1.25,12362
"551346","21222","SET/4 BADGES BEETLES",10,2011-04-28 09:12:00,1.25,12362
"551346","84580","MOUSE TOY WITH PINK T-SHIRT",4,2011-04-28 09:12:00,3.75,12362
"551346","84581","DOG TOY WITH PINK CROCHET SKIRT",4,2011-04-28 09:12:00,3.75,12362
"551346","23256","CHILDRENS CUTLERY SPACEBOY",4,2011-04-28 09:12:00,4.15,12362
"551346","23254","CHILDRENS CUTLERY DOLLY GIRL",4,2011-04-28 09:12:00,4.15,12362
"551346","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,2011-04-28 09:12:00,1.95,12362
"551346","22367","CHILDRENS APRON SPACEBOY DESIGN",8,2011-04-28 09:12:00,1.95,12362
"551346","22908","PACK OF 20 NAPKINS RED APPLES",12,2011-04-28 09:12:00,0.85,12362
"551346","POST","POSTAGE",3,2011-04-28 09:12:00,15,12362
"C551348","22990","COTTON APRON PANTRY DESIGN",-100,2011-04-28 09:49:00,4.25,12415
"551389","22090","PAPER BUNTING RETROSPOT",24,2011-04-28 11:45:00,2.95,12437
"551389","21086","SET/6 RED SPOTTY PAPER CUPS",48,2011-04-28 11:45:00,0.65,12437
"551389","22693","GROW A FLYTRAP OR SUNFLOWER IN TIN",24,2011-04-28 11:45:00,1.25,12437
"551389","22423","REGENCY CAKESTAND 3 TIER",2,2011-04-28 11:45:00,12.75,12437
"551389","21212","PACK OF 72 RETROSPOT CAKE CASES",24,2011-04-28 11:45:00,0.55,12437
"551389","22132","RED LOVE HEART SHAPE CUP",12,2011-04-28 11:45:00,0.85,12437
"551389","22133","PINK LOVE HEART SHAPE CUP",12,2011-04-28 11:45:00,0.85,12437
"551389","POST","POSTAGE",1,2011-04-28 11:45:00,18,12437
"551398","20971","PINK BLUE FELT CRAFT TRINKET BOX",12,2011-04-28 13:09:00,1.25,12417
"551398","22644","CERAMIC CHERRY CAKE MONEY BANK",12,2011-04-28 13:09:00,1.45,12417
"551398","22138","BAKING SET 9 PIECE RETROSPOT",3,2011-04-28 13:09:00,4.95,12417
"551398","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,2011-04-28 13:09:00,1.95,12417
"551398","21700","BIG DOUGHNUT FRIDGE MAGNETS",12,2011-04-28 13:09:00,0.85,12417
"551398","47559B","TEA TIME OVEN GLOVE",10,2011-04-28 13:09:00,1.25,12417
"551398","37501","TEA TIME TEA SET IN GIFT BOX",3,2011-04-28 13:09:00,6.95,12417
"551398","37500","TEA TIME TEAPOT IN GIFT BOX",12,2011-04-28 13:09:00,4.95,12417
"551398","37495","FAIRY CAKE BIRTHDAY CANDLE SET",4,2011-04-28 13:09:00,3.75,12417
"551398","22851","SET 20 NAPKINS FAIRY CAKES DESIGN",12,2011-04-28 13:09:00,0.85,12417
"551398","22613","PACK OF 20 SPACEBOY NAPKINS",12,2011-04-28 13:09:00,0.85,12417
"551398","21080","SET/20 RED RETROSPOT PAPER NAPKINS",12,2011-04-28 13:09:00,0.85,12417
"551398","84509B","SET OF 4 FAIRY CAKE PLACEMATS",4,2011-04-28 13:09:00,3.75,12417
"551398","21974","SET OF 36 PAISLEY FLOWER DOILIES",12,2011-04-28 13:09:00,1.45,12417
"551398","84987","SET OF 36 TEATIME PAPER DOILIES",12,2011-04-28 13:09:00,1.45,12417
"551398","22937","BAKING MOULD CHOCOLATE CUPCAKES",6,2011-04-28 13:09:00,2.55,12417
"551398","22955","36 FOIL STAR CAKE CASES",6,2011-04-28 13:09:00,2.1,12417
"551398","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,2011-04-28 13:09:00,0.55,12417
"551398","21212","PACK OF 72 RETROSPOT CAKE CASES",24,2011-04-28 13:09:00,0.55,12417
"551398","22417","PACK OF 60 SPACEBOY CAKE CASES",24,2011-04-28 13:09:00,0.55,12417
"551398","84991","60 TEATIME FAIRY CAKE CASES",24,2011-04-28 13:09:00,0.55,12417
"551398","84535B","FAIRY CAKES NOTEBOOK A6 SIZE",16,2011-04-28 13:09:00,0.65,12417
"551398","POST","POSTAGE",3,2011-04-28 13:09:00,28,12417
"551467","POST","POSTAGE",1,2011-04-28 16:20:00,18,12600
"551467","47344B","BLUE FLOWER DES PURSE",12,2011-04-28 16:20:00,0.83,12600
"551467","21481","FAWN BLUE HOT WATER BOTTLE",12,2011-04-28 16:20:00,2.95,12600
"551467","20726","LUNCH BAG WOODLAND",10,2011-04-28 16:20:00,1.65,12600
"551467","15056BL","EDWARDIAN PARASOL BLACK",18,2011-04-28 16:20:00,5.95,12600
"551467","84879","ASSORTED COLOUR BIRD ORNAMENT",8,2011-04-28 16:20:00,1.69,12600
"551467","22178","VICTORIAN GLASS HANGING T-LIGHT",12,2011-04-28 16:20:00,1.25,12600
"551467","20679","EDWARDIAN PARASOL RED",12,2011-04-28 16:20:00,5.95,12600
"551529","21936","RED RETROSPOT PICNIC BAG",5,2011-05-01 13:18:00,2.95,12524
"551529","22501","PICNIC BASKET WICKER LARGE",2,2011-05-01 13:18:00,9.95,12524
"551529","22502","PICNIC BASKET WICKER SMALL",4,2011-05-01 13:18:00,5.95,12524
"551529","22972","CHILDREN'S SPACEBOY MUG",12,2011-05-01 13:18:00,1.65,12524
"551529","22974","CHILDRENS DOLLY GIRL MUG",12,2011-05-01 13:18:00,1.65,12524
"551529","37340","MULTICOLOUR SPRING FLOWER MUG",48,2011-05-01 13:18:00,0.39,12524
"551529","23204","CHARLOTTE BAG APPLES DESIGN",40,2011-05-01 13:18:00,0.85,12524
"551529","23206","LUNCH BAG APPLE DESIGN",40,2011-05-01 13:18:00,1.65,12524
"551529","22551","PLASTERS IN TIN SPACEBOY",12,2011-05-01 13:18:00,1.65,12524
"551529","22554","PLASTERS IN TIN WOODLAND ANIMALS",12,2011-05-01 13:18:00,1.65,12524
"551529","22556","PLASTERS IN TIN CIRCUS PARADE",12,2011-05-01 13:18:00,1.65,12524
"551529","22555","PLASTERS IN TIN STRONGMAN",12,2011-05-01 13:18:00,1.65,12524
"551529","22745","POPPY'S PLAYHOUSE BEDROOM",6,2011-05-01 13:18:00,2.1,12524
"551529","22747","POPPY'S PLAYHOUSE BATHROOM",6,2011-05-01 13:18:00,2.1,12524
"551529","22746","POPPY'S PLAYHOUSE LIVINGROOM",6,2011-05-01 13:18:00,2.1,12524
"551529","22748","POPPY'S PLAYHOUSE KITCHEN",6,2011-05-01 13:18:00,2.1,12524
"551529","84828","JUNGLE POPSICLES ICE LOLLY MOULDS",48,2011-05-01 13:18:00,1.06,12524
"551529","21242","RED RETROSPOT PLATE",16,2011-05-01 13:18:00,1.69,12524
"551529","21238","RED RETROSPOT CUP",32,2011-05-01 13:18:00,0.85,12524
"551529","21086","SET/6 RED SPOTTY PAPER CUPS",24,2011-05-01 13:18:00,0.65,12524
"551529","21088","SET/6 FRUIT SALAD PAPER CUPS",24,2011-05-01 13:18:00,0.19,12524
"551529","21096","SET/6 FRUIT SALAD  PAPER PLATES",12,2011-05-01 13:18:00,0.39,12524
"551529","21094","SET/6 RED SPOTTY PAPER PLATES",12,2011-05-01 13:18:00,0.85,12524
"551529","21883","STARS GIFT TAPE",12,2011-05-01 13:18:00,0.65,12524
"551529","22629","SPACEBOY LUNCH BOX",24,2011-05-01 13:18:00,1.95,12524
"551529","20726","LUNCH BAG WOODLAND",10,2011-05-01 13:18:00,1.65,12524
"551529","20727","LUNCH BAG  BLACK SKULL.",10,2011-05-01 13:18:00,1.65,12524
"551529","21558","SKULL LUNCH BOX WITH CUTLERY",12,2011-05-01 13:18:00,2.55,12524
"551529","22352","LUNCH BOX WITH CUTLERY RETROSPOT",60,2011-05-01 13:18:00,2.1,12524
"551529","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",60,2011-05-01 13:18:00,2.1,12524
"551529","22631","CIRCUS PARADE LUNCH BOX",24,2011-05-01 13:18:00,1.95,12524
"551529","22659","LUNCH BOX I LOVE LONDON",24,2011-05-01 13:18:00,1.95,12524
"551529","POST","POSTAGE",8,2011-05-01 13:18:00,18,12524
"551539","20719","WOODLAND CHARLOTTE BAG",10,2011-05-03 08:40:00,0.85,12598
"551539","20723","STRAWBERRY CHARLOTTE BAG",10,2011-05-03 08:40:00,0.85,12598
"551539","23204","CHARLOTTE BAG APPLES DESIGN",20,2011-05-03 08:40:00,0.85,12598
"551539","20724","RED RETROSPOT CHARLOTTE BAG",20,2011-05-03 08:40:00,0.85,12598
"551539","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",10,2011-05-03 08:40:00,0.85,12598
"551539","23076","ICE CREAM SUNDAE LIP GLOSS",48,2011-05-03 08:40:00,1.25,12598
"551539","23078","ICE CREAM PEN LIP GLOSS",48,2011-05-03 08:40:00,1.25,12598
"551539","23158","SET OF 5 LUCKY CAT MAGNETS",12,2011-05-03 08:40:00,2.08,12598
"551539","23155","KNICKERBOCKERGLORY MAGNET ASSORTED",24,2011-05-03 08:40:00,0.83,12598
"551539","22972","CHILDREN'S SPACEBOY MUG",12,2011-05-03 08:40:00,1.65,12598
"551539","22974","CHILDRENS DOLLY GIRL MUG",12,2011-05-03 08:40:00,1.65,12598
"551539","23256","CHILDRENS CUTLERY SPACEBOY",8,2011-05-03 08:40:00,4.15,12598
"551539","23254","CHILDRENS CUTLERY DOLLY GIRL",8,2011-05-03 08:40:00,4.15,12598
"551539","84997D","CHILDRENS CUTLERY POLKADOT PINK",8,2011-05-03 08:40:00,4.15,12598
"551539","23255","CHILDRENS CUTLERY CIRCUS PARADE",8,2011-05-03 08:40:00,4.15,12598
"551539","23077","DOUGHNUT LIP GLOSS",20,2011-05-03 08:40:00,1.25,12598
"551539","22181","SNOWSTORM PHOTO FRAME FRIDGE MAGNET",24,2011-05-03 08:40:00,0.85,12598
"551539","21700","BIG DOUGHNUT FRIDGE MAGNETS",48,2011-05-03 08:40:00,0.85,12598
"551539","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",6,2011-05-03 08:40:00,2.55,12598
"551539","22303","COFFEE MUG APPLES DESIGN",12,2011-05-03 08:40:00,2.55,12598
"551544","22960","JAM MAKING SET WITH JARS",6,2011-05-03 09:33:00,4.25,12683
"551544","22969","HOMEMADE JAM SCENTED CANDLES",12,2011-05-03 09:33:00,1.45,12683
"551544","22993","SET OF 4 PANTRY JELLY MOULDS",12,2011-05-03 09:33:00,1.25,12683
"551544","23076","ICE CREAM SUNDAE LIP GLOSS",24,2011-05-03 09:33:00,1.25,12683
"551544","23156","SET OF 5 MINI GROCERY MAGNETS",24,2011-05-03 09:33:00,2.08,12683
"551544","23159","SET OF 5 PANCAKE DAY MAGNETS",24,2011-05-03 09:33:00,2.08,12683
"551544","47599A","PINK PARTY BAGS",30,2011-05-03 09:33:00,2.1,12683
"551544","47599B","BLUE PARTY BAGS",18,2011-05-03 09:33:00,2.1,12683
"551544","22328","ROUND SNACK BOXES SET OF 4 FRUITS",12,2011-05-03 09:33:00,2.95,12683
"551544","23206","LUNCH BAG APPLE DESIGN",10,2011-05-03 09:33:00,1.65,12683
"551544","22662","LUNCH BAG DOLLY GIRL DESIGN",10,2011-05-03 09:33:00,1.65,12683
"551544","22090","PAPER BUNTING RETROSPOT",40,2011-05-03 09:33:00,2.55,12683
"551544","22352","LUNCH BOX WITH CUTLERY RETROSPOT",12,2011-05-03 09:33:00,2.55,12683
"551544","84828","JUNGLE POPSICLES ICE LOLLY MOULDS",12,2011-05-03 09:33:00,1.25,12683
"551544","22626","BLACK KITCHEN SCALES",2,2011-05-03 09:33:00,8.5,12683
"551544","21086","SET/6 RED SPOTTY PAPER CUPS",24,2011-05-03 09:33:00,0.65,12683
"551544","21094","SET/6 RED SPOTTY PAPER PLATES",24,2011-05-03 09:33:00,0.85,12683
"551544","21095","SET/6 POSIES PAPER PLATES",24,2011-05-03 09:33:00,0.85,12683
"551544","21080","SET/20 RED RETROSPOT PAPER NAPKINS",24,2011-05-03 09:33:00,0.85,12683
"551544","22978","PANTRY ROLLING PIN",6,2011-05-03 09:33:00,3.75,12683
"551544","POST","POSTAGE",4,2011-05-03 09:33:00,18,12683
"551545","84997C","CHILDRENS CUTLERY POLKADOT BLUE",6,2011-05-03 09:34:00,4.15,12683
"551552","POST","POSTAGE",2,2011-05-03 10:09:00,18,12598
"C551587","22776","SWEETHEART CAKESTAND 3 TIER",-1,2011-05-03 11:27:00,9.95,13505
"C551587","21843","RED RETROSPOT CAKE STAND",-3,2011-05-03 11:27:00,10.95,13505
"C551588","22963","JAM JAR WITH GREEN LID",-2,2011-05-03 11:28:00,0.85,12708
"C551588","22962","JAM JAR WITH PINK LID",-3,2011-05-03 11:28:00,0.85,12708
"C551588","22326","ROUND SNACK BOXES SET OF4 WOODLAND",-3,2011-05-03 11:28:00,2.95,12708
"551649","21747","SMALL SKULL WINDMILL",48,2011-05-03 12:02:00,1.05,12643
"551649","21746","SMALL RED RETROSPOT WINDMILL",48,2011-05-03 12:02:00,1.06,12643
"551649","21380","WOODEN HAPPY BIRTHDAY GARLAND",24,2011-05-03 12:02:00,2.55,12643
"551649","POST","POSTAGE",2,2011-05-03 12:02:00,20,12643
"551652","21212","PACK OF 72 RETROSPOT CAKE CASES",24,2011-05-03 12:03:00,0.42,12643
"551652","21213","PACK OF 72 SKULL CAKE CASES",48,2011-05-03 12:03:00,0.42,12643
"551652","22083","PAPER CHAIN KIT RETROSPOT",40,2011-05-03 12:03:00,2.55,12643
"551652","22090","PAPER BUNTING RETROSPOT",80,2011-05-03 12:03:00,2.55,12643
"551652","POST","POSTAGE",2,2011-05-03 12:03:00,1,12643
"551656","21080","SET/20 RED RETROSPOT PAPER NAPKINS",12,2011-05-03 12:10:00,0.85,14911
"551656","21936","RED RETROSPOT PICNIC BAG",5,2011-05-03 12:10:00,2.95,14911
"551656","22473","TV DINNER TRAY VINTAGE PAISLEY",3,2011-05-03 12:10:00,4.95,14911
"551656","21937","STRAWBERRY   PICNIC BAG",5,2011-05-03 12:10:00,2.95,14911
"551656","21507","ELEPHANT, BIRTHDAY CARD,",12,2011-05-03 12:10:00,0.42,14911
"551656","22475","SKULL DESIGN TV DINNER TRAY",3,2011-05-03 12:10:00,4.95,14911
"551656","22138","BAKING SET 9 PIECE RETROSPOT",3,2011-05-03 12:10:00,4.95,14911
"551656","22320","BIRDS MOBILE VINTAGE DESIGN",3,2011-05-03 12:10:00,5.95,14911
"551656","22522","CHILDS GARDEN FORK BLUE",12,2011-05-03 12:10:00,0.85,14911
"551656","22520","CHILDS GARDEN TROWEL BLUE",12,2011-05-03 12:10:00,0.85,14911
"551656","22514","CHILDS GARDEN SPADE BLUE",6,2011-05-03 12:10:00,2.1,14911
