"uid","city","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","priceRange"
2380,"austin","Single Family",30.1610298156738,-97.7298278808594,3,FALSE,2017,2,11325.6,3.66666666666667,12,3,3,"350000-450000"
3412,"austin","Single Family",30.3724822998047,-97.6882781982422,1,FALSE,1977,0,9147,3.33333333333333,14,2,3,"0-250000"
6703,"austin","Single Family",30.1809520721436,-97.8347625732422,4,TRUE,1994,1,6969,5,15,3,3,"450000-650000"
7377,"austin","Single Family",30.1509857177734,-97.8410186767578,0,FALSE,2004,0,5880,5.66666666666667,17,3,4,"250000-350000"
11805,"austin","Single Family",30.3258457183838,-97.7202377319336,1,FALSE,1956,0,6838,7,16,2,3,"350000-450000"
2516,"austin","Single Family",30.2948722839356,-97.8732986450195,2,FALSE,2001,1,15246,5.66666666666667,16,3.5,4,"650000+"
15066,"austin","Single Family",30.330904006958,-97.7451782226562,0,FALSE,1950,0,14810.4,6.66666666666667,16,5,4,"650000+"
112,"austin","Single Family",30.4385547637939,-97.7947235107422,5,FALSE,1977,3,13503.6,8.66666666666667,16,3,4,"450000-650000"
9491,"austin","Single Family",30.2459869384766,-97.7339096069336,4,FALSE,2017,0,6359,4.33333333333333,14,3,3,"650000+"
13804,"austin","Single Family",30.2525444030762,-97.7579498291016,3,FALSE,1961,0,11761.2,5,13,3,3,"650000+"
9841,"austin","Multiple Occupancy",30.2786617279053,-97.6833114624023,5,FALSE,1986,0,11325.6,3.33333333333333,13,2,6,"350000-450000"
8136,"austin","Single Family",30.4950084686279,-97.7449035644531,0,FALSE,1998,1,15246,7.66666666666667,16,4,4,"450000-650000"
3309,"austin","Single Family",30.3893737792969,-97.6912307739258,0,FALSE,1977,0,13503.6,4,13,3,4,"350000-450000"
13326,"austin","Single Family",30.1863594055176,-97.8983917236328,2,FALSE,1995,1,9583,9,18,3,4,"450000-650000"
9945,"austin","Single Family",30.2910709381104,-97.6738204956055,0,FALSE,1971,0,8712,3,15,1,3,"250000-350000"
1123,"austin","Single Family",30.1663589477539,-97.9978256225586,5,FALSE,2010,0,12632.4,7,16,3,4,"450000-650000"
11067,"austin","Single Family",30.3725662231445,-97.6154327392578,0,FALSE,2007,0,5140,4.33333333333333,12,2,3,"0-250000"
11074,"austin","Single Family",30.3655872344971,-97.6105575561523,0,FALSE,2002,0,7797,5,11,2,4,"0-250000"
3089,"austin","Single Family",30.367301940918,-97.7665405273438,0,FALSE,1968,0,9801,7,16,3,4,"650000+"
5436,"austin","Single Family",30.2129192352295,-97.773796081543,0,FALSE,1972,0,6534,3.33333333333333,13,2,3,"250000-350000"
12819,"austin","Single Family",30.2111148834229,-97.8731079101562,0,FALSE,1998,0,9583,8,17,2,3,"350000-450000"
4334,"austin","Single Family",30.1833400726318,-97.9878234863281,2,FALSE,2017,1,9147,6,16,3,3,"450000-650000"
15014,"austin","Single Family",30.3250350952148,-97.7483978271484,1,FALSE,2018,0,7535,7,16,4,4,"650000+"
11451,"austin","Single Family",30.3165760040283,-97.6772155761719,2,FALSE,1963,2,19166.4,2.33333333333333,14,3,4,"450000-650000"
12906,"austin","Single Family",30.1877746582031,-97.9026412963867,3,FALSE,2003,2,10802,8.66666666666667,18,4,4,"650000+"
4397,"austin","Single Family",30.3463230133057,-97.6175003051758,0,FALSE,2013,0,4617,5,11,3,3,"250000-350000"
8176,"austin","Single Family",30.4931621551514,-97.7697830200195,0,FALSE,1996,0,6594,8,16,3,4,"350000-450000"
13175,"austin","Single Family",30.2144947052002,-97.8119888305664,2,FALSE,1972,1,6795,4,13,2,4,"350000-450000"
2641,"austin","Single Family",30.4397163391113,-97.7993316650391,2,FALSE,1974,3,14374.8,8.66666666666667,16,3,3,"450000-650000"
3768,"austin","Single Family",30.43971824646,-97.7432861328125,0,FALSE,1984,0,3571,7.66666666666667,16,2,3,"250000-350000"
5820,"austin","Single Family",30.3750724792481,-97.8519287109375,3,FALSE,1993,2,13068,7,16,4,4,"650000+"
5571,"austin","Single Family",30.1426944732666,-97.7688446044922,0,FALSE,2011,0,5401,5.33333333333333,15,3,4,"250000-350000"
810,"austin","Single Family",30.1691989898682,-97.9853057861328,0,FALSE,2012,0,8712,7,16,4,5,"450000-650000"
5096,"austin","Single Family",30.1952152252197,-97.8278427124023,2,TRUE,2013,0,5706,4,13,3,3,"350000-450000"
9346,"austin","Single Family",30.2527923583984,-97.7280426025391,0,FALSE,2008,0,6969,4,11,2,3,"450000-650000"
7495,"austin","Single Family",30.1672306060791,-97.8742523193359,3,FALSE,2002,2,14374.8,7.33333333333333,17,3,3,"450000-650000"
4433,"austin","Single Family",30.3343887329102,-97.6475524902344,0,FALSE,1995,1,4791,3.66666666666667,14,2,3,"0-250000"
7902,"austin","Townhouse",30.3732872009277,-97.7461547851562,0,FALSE,1976,0,3441,7,17,2,3,"350000-450000"
6409,"austin","Single Family",30.216287612915,-97.7874298095703,0,FALSE,1972,1,9888,3.33333333333333,13,1,3,"250000-350000"
10393,"austin","Single Family",30.1971168518066,-97.7347869873047,0,FALSE,1983,0,6141,4.33333333333333,14,2,2,"250000-350000"
6049,"austin","Single Family",30.3580131530762,-97.9070205688477,2,FALSE,2008,2,9104,8.66666666666667,17,4,4,"350000-450000"
9566,"austin","Single Family",30.2884616851807,-97.7175903320312,2,FALSE,1950,0,10018,6.66666666666667,15,2,3,"450000-650000"
7447,"austin","Single Family",30.1782207489014,-97.810676574707,4,FALSE,1981,0,27007.2,3.33333333333333,14,4,3,"450000-650000"
6751,"austin","Single Family",30.1824283599854,-97.8321762084961,2,FALSE,1983,2,9670,5.66666666666667,16,2,4,"250000-350000"
985,"austin","Single Family",30.4499626159668,-97.7949066162109,0,FALSE,1971,3,21780,6,14,2.5,4,"350000-450000"
5619,"austin","Single Family",30.1520290374756,-97.7455749511719,0,FALSE,2011,0,6359,5.33333333333333,15,2,3,"0-250000"
5130,"austin","Single Family",30.1868152618408,-97.8377990722656,2,FALSE,1998,0,5924,6.66666666666667,16,3,3,"250000-350000"
13105,"austin","Single Family",30.1866645812988,-97.9018173217773,0,FALSE,2003,0,9583,8.66666666666667,18,4,4,"350000-450000"
3467,"austin","Single Family",30.3642959594727,-97.6793975830078,0,FALSE,1972,1,7448,5,15,2,3,"250000-350000"
13492,"austin","Single Family",30.2257213592529,-97.7902908325195,1,FALSE,1956,0,7753,4,12,2,3,"0-250000"
6511,"austin","Single Family",30.1856307983398,-97.8247909545898,2,FALSE,1974,1,13939.2,5.66666666666667,16,3,4,"450000-650000"
8256,"austin","Single Family",30.4912204742432,-97.7709197998047,0,FALSE,1994,0,9060,8,16,2,4,"250000-350000"
10338,"austin","Single Family",30.1861991882324,-97.7388000488281,2,FALSE,2019,1,6272,3.66666666666667,14,2,3,"350000-450000"
8203,"austin","Single Family",30.4925994873047,-97.7720947265625,2,FALSE,1996,1,7710,8,16,3,4,"350000-450000"
7930,"austin","Single Family",30.3632373809814,-97.7517013549805,2,FALSE,1978,3,13503.6,7,16,2,3,"650000+"
11462,"austin","Single Family",30.3100452423096,-97.6821899414062,2,FALSE,1961,0,9496,3,14,2,4,"250000-350000"
14034,"austin","Single Family",30.4526653289795,-97.7800598144531,0,FALSE,1995,0,7405,5.33333333333333,12,3,4,"0-250000"
3381,"austin","Single Family",30.3671607971191,-97.711181640625,0,FALSE,1972,1,13068,4,14,3,4,"350000-450000"
6457,"austin","Single Family",30.1893634796142,-97.82080078125,2,FALSE,2005,1,4486,4,13,3,3,"350000-450000"
13589,"austin","Single Family",30.1987342834473,-97.8574676513672,2,FALSE,1998,0,5967,6.66666666666667,16,3,3,"250000-350000"
3729,"austin","Single Family",30.4281234741211,-97.7356872558594,0,FALSE,1970,0,27878.4,6.66666666666667,15,4,4,"450000-650000"
13393,"austin","Single Family",30.194221496582,-97.891845703125,0,FALSE,1988,0,9692,9,18,3,4,"450000-650000"
11017,"austin","Single Family",30.3598670959473,-97.6198196411133,2,FALSE,2012,1,6272,5,11,2,3,"0-250000"
7446,"austin","Single Family",30.161096572876,-97.8668060302734,2,FALSE,1993,2,43560,7.33333333333333,17,2,4,"450000-650000"
7655,"austin","Single Family",30.4039344787598,-97.6505813598633,2,FALSE,1988,1,6359,3,14,2,3,"250000-350000"
6843,"austin","Single Family",30.182056427002,-97.8142547607422,0,FALSE,2005,0,3659,3.33333333333333,14,3,4,"250000-350000"
1472,"austin","Single Family",30.3447647094727,-97.9053497314453,2,TRUE,2013,3,12196.8,8.33333333333333,17,4,5,"650000+"
1876,"austin","Single Family",30.3958549499512,-97.7015686035156,1,FALSE,1983,0,4181,4,13,2,2,"0-250000"
10484,"austin","Single Family",30.1945171356201,-97.7792892456055,0,FALSE,1976,0,7971,4,14,2,3,"250000-350000"
737,"austin","Single Family",30.4244537353516,-97.7959213256836,0,FALSE,1984,0,10105,9,16,2,4,"450000-650000"
6406,"austin","Single Family",30.2009830474854,-97.8373489379883,3,FALSE,1975,0,6969,4.66666666666667,14,1,3,"250000-350000"
7532,"austin","Single Family",30.1789436340332,-97.9047775268555,3,FALSE,2012,2,10715,9,18,3,3,"450000-650000"
6945,"austin","Multiple Occupancy",30.2044162750244,-97.7909317016602,1,FALSE,1982,0,7927,4,14,2,2,"250000-350000"
759,"austin","Single Family",30.2394943237305,-97.5743637084961,0,FALSE,2016,0,6185,3,13,3,3,"0-250000"
9765,"austin","Single Family",30.2777576446533,-97.7032852172852,1,FALSE,1947,1,5227,6.66666666666667,15,1,2,"250000-350000"
1401,"austin","Single Family",30.3235092163086,-97.8483734130859,2,FALSE,1990,1,78408,9.33333333333333,14,6,5,"650000+"
11929,"austin","Single Family",30.3340396881104,-97.7239990234375,2,FALSE,1951,0,8407,7,16,2,3,"450000-650000"
7556,"austin","Single Family",30.1601066589356,-97.852409362793,0,FALSE,1989,2,10890,7.33333333333333,17,3,4,"450000-650000"
4407,"austin","Single Family",30.2197742462158,-97.9942092895508,0,FALSE,2003,3,219542.4,6.66666666666667,16,2,3,"450000-650000"
10794,"austin","Single Family",30.2172813415527,-97.7262802124023,0,FALSE,1987,1,18730.8,4.33333333333333,14,2,3,"450000-650000"
10547,"austin","Single Family",30.2359390258789,-97.7712860107422,2,FALSE,1962,0,10497,3.66666666666667,12,1,4,"450000-650000"
9320,"austin","Single Family",30.243782043457,-97.7332305908203,4,FALSE,1964,0,12196.8,4.33333333333333,14,3,3,"450000-650000"
3030,"austin","Single Family",30.3803367614746,-97.7102584838867,2,FALSE,1978,1,8512,3.66666666666667,14,2,3,"250000-350000"
6617,"austin","Single Family",30.2025966644287,-97.8451156616211,2,FALSE,1984,2,6564,4.66666666666667,14,2,3,"250000-350000"
2993,"austin","Single Family",30.3557624816894,-97.7679443359375,0,FALSE,1962,0,12632.4,7,16,2,3,"650000+"
10242,"austin","Condo",30.2547817230225,-97.6862335205078,0,FALSE,2009,0,3145,3.33333333333333,11,1,1,"250000-350000"
4356,"austin","Single Family",30.1832618713379,-97.9876556396484,0,FALSE,2017,0,7801,6,16,3,3,"350000-450000"
10949,"austin","Single Family",30.3664093017578,-97.6491851806641,0,FALSE,2013,0,6098,4.33333333333333,12,3,3,"0-250000"
2576,"austin","Single Family",30.4389572143555,-97.802864074707,0,FALSE,1977,2,16552.8,8.66666666666667,16,3,4,"450000-650000"
13612,"austin","Single Family",30.2066135406494,-97.8775482177734,2,FALSE,1999,1,8258,9,18,2,3,"350000-450000"
13460,"austin","Single Family",30.2166633605957,-97.8135681152344,2,FALSE,1977,1,6490,4.66666666666667,14,2,3,"450000-650000"
13,"del valle","Single Family",30.1542835235596,-97.6505813598633,0,FALSE,2003,0,6926,3,14,2,3,"0-250000"
12357,"austin","Single Family",30.1555728912354,-97.8159027099609,2,FALSE,1992,1,5967,3.33333333333333,14,2,3,"250000-350000"
2510,"austin","Single Family",30.2942657470703,-97.8719329833984,2,FALSE,2001,0,11325.6,5.66666666666667,16,4,4,"650000+"
6952,"austin","Single Family",30.2084579467773,-97.7902755737305,2,FALSE,1963,0,9626,4,14,2,3,"0-250000"
11042,"austin","Single Family",30.3699111938477,-97.6150817871094,0,FALSE,2006,1,5009,4.33333333333333,12,3,4,"250000-350000"
4093,"austin","Single Family",30.202356338501,-97.697624206543,0,FALSE,2016,1,4399,4.33333333333333,14,2,3,"250000-350000"
8269,"austin","Single Family",30.4997367858887,-97.7819671630859,0,FALSE,2002,0,7797,8.33333333333333,16,2,3,"250000-350000"
154,"austin","Single Family",30.2884407043457,-97.6476669311523,2,FALSE,1980,0,6490,3.66666666666667,11,2,3,"0-250000"
13526,"austin","Single Family",30.2071933746338,-97.8817596435547,0,FALSE,2001,1,8276,9,18,2,4,"450000-650000"
3815,"austin","Single Family",30.4103336334229,-97.7650146484375,0,FALSE,1985,0,11761.2,7,17,3,4,"450000-650000"
7743,"austin","Single Family",30.3826694488525,-97.6572113037109,0,FALSE,1983,0,7187,3.66666666666667,13,2,3,"0-250000"
8166,"austin","Single Family",30.4941024780273,-97.7459030151367,2,FALSE,1997,0,10846,7.66666666666667,16,3,3,"250000-350000"
4763,"austin","Single Family",30.2764358520508,-97.8583221435547,0,FALSE,1997,0,45302.4,5.66666666666667,16,4,4,"650000+"
10226,"austin","Single Family",30.2530002593994,-97.72265625,0,FALSE,1950,0,6751,4,11,2,3,"350000-450000"
8030,"austin","Single Family",30.3617725372314,-97.7258911132812,2,FALSE,1968,0,7840,4,14,2,3,"350000-450000"
13857,"austin","Single Family",30.2378406524658,-97.7668838500977,0,FALSE,1961,0,7405,4,12,4,3,"450000-650000"
1134,"austin","Single Family",30.3563117980957,-97.7901153564453,4,FALSE,1983,0,6969,7,16,3,3,"450000-650000"
5305,"austin","Single Family",30.1549758911133,-97.8535766601562,2,FALSE,2000,0,14810.4,7.33333333333333,17,2,3,"350000-450000"
8301,"austin","Single Family",30.4919414520264,-97.766227722168,3,FALSE,2007,1,9278,8,16,4,4,"450000-650000"
14100,"austin","Single Family",30.4428539276123,-97.7580413818359,2,TRUE,1987,0,15681.6,6,13,3,4,"350000-450000"
14327,"austin","Single Family",30.3426303863525,-97.7784042358398,2,FALSE,1977,0,17859.6,7,16,3,3,"450000-650000"
2828,"austin","Single Family",30.3897266387939,-97.7043533325195,0,FALSE,1980,0,7448,4,13,2,3,"250000-350000"
3520,"austin","Townhouse",30.3692321777344,-97.6978912353516,2,FALSE,1973,0,4660,4.33333333333333,14,3,3,"0-250000"
754,"austin","Single Family",30.2365665435791,-97.5787124633789,0,FALSE,2014,0,4181,3,13,2,3,"0-250000"
10453,"austin","Single Family",30.1918964385986,-97.7829055786133,0,FALSE,1978,0,7535,4,14,2,3,"350000-450000"
2728,"austin","Single Family",30.4422626495361,-97.8234558105469,0,FALSE,1990,0,7436,8,15,3,5,"350000-450000"
10317,"austin","Single Family",30.1932601928711,-97.7355346679688,0,FALSE,1987,1,5837,3.66666666666667,14,2,3,"0-250000"
14629,"austin","Single Family",30.3264694213867,-97.7661666870117,0,TRUE,1959,2,30056.4,7,16,2,3,"650000+"
10409,"austin","Multiple Occupancy",30.1963481903076,-97.7438888549805,0,FALSE,1983,0,7361,3,12,2,4,"350000-450000"
6639,"austin","Single Family",30.1909332275391,-97.8194732666016,2,FALSE,2005,0,5183,4,13,3,3,"250000-350000"
11696,"austin","Single Family",30.3189258575439,-97.6775512695312,0,FALSE,1964,0,23522.4,2.33333333333333,14,2,3,"350000-450000"
8773,"austin","Single Family",30.4233493804932,-97.7362442016602,0,FALSE,1976,0,35283.6,6.66666666666667,15,2,4,"450000-650000"
293,"austin","Single Family",30.4209785461426,-97.8043823242188,2,FALSE,1985,0,12632.4,9,16,2,3,"450000-650000"
12193,"austin","Single Family",30.1821556091309,-97.817253112793,0,FALSE,2001,0,5793,3.33333333333333,14,2,3,"250000-350000"
7633,"austin","Single Family",30.422212600708,-97.7609786987305,4,TRUE,1982,3,9757,7,17,3,4,"450000-650000"
11255,"austin","Single Family",30.3132038116455,-97.6954879760742,0,FALSE,1955,1,10193,5,15,2,3,"450000-650000"
107,"austin","Single Family",30.3563251495361,-97.8372344970703,3,FALSE,1996,0,142441.2,7,16,7,5,"650000+"
195,"austin","Single Family",30.4354763031006,-97.7887268066406,2,FALSE,1972,0,27007.2,8.66666666666667,16,3,4,"450000-650000"
4360,"austin","Single Family",30.1885986328125,-97.9816055297852,3,FALSE,2007,0,10018,6,16,3,4,"350000-450000"
11686,"austin","Single Family",30.3127384185791,-97.6658248901367,2,FALSE,1968,0,8145,3.33333333333333,13,2,4,"350000-450000"
13253,"austin","Single Family",30.2047214508057,-97.8762969970703,0,FALSE,1999,2,11761.2,9,18,3,4,"350000-450000"
1995,"austin","Single Family",30.2897434234619,-97.8651885986328,3,FALSE,1999,0,23086.8,5.66666666666667,16,3,4,"650000+"
8277,"austin","Single Family",30.4944267272949,-97.7535934448242,0,FALSE,2017,0,7448,8,16,3,3,"450000-650000"
2388,"austin","Single Family",30.23974609375,-97.9190444946289,0,FALSE,1982,0,15246,7,17,2,3,"250000-350000"
7384,"austin","Single Family",30.1685752868652,-97.8915710449219,2,FALSE,2013,0,6795,7.33333333333333,17,3,4,"450000-650000"
5818,"austin","Single Family",30.362886428833,-97.8605651855469,6,TRUE,2000,0,13939.2,7,16,6,5,"450000-650000"
11281,"austin","Single Family",30.3121337890625,-97.696403503418,1,FALSE,1955,0,7623,5,15,1,3,"250000-350000"
6231,"austin","Single Family",30.2678565979004,-97.8015899658203,2,FALSE,1980,1,11761.2,9,14,2,4,"650000+"
12079,"austin","Single Family",30.1607418060303,-97.835578918457,2,FALSE,2006,0,5183,5,15,2,3,"0-250000"
2124,"austin","Single Family",30.1600399017334,-97.7824020385742,0,FALSE,2004,0,8058,5.33333333333333,14,2,3,"250000-350000"
6412,"austin","Single Family",30.2209014892578,-97.7875442504883,2,FALSE,1959,0,8276,4,12,1,3,"350000-450000"
10285,"austin","Single Family",30.2607288360596,-97.6668472290039,2,FALSE,2010,1,8058,3,11,2,3,"350000-450000"
13127,"austin","Single Family",30.1881980895996,-97.8898162841797,0,FALSE,1992,0,8015,9,18,4,5,"450000-650000"
6839,"austin","Single Family",30.1835346221924,-97.8050231933594,0,FALSE,1995,0,6272,3.33333333333333,14,2,3,"250000-350000"
1693,"austin","Single Family",30.1793670654297,-97.9930725097656,0,FALSE,2019,1,9452,6,16,4,3,"450000-650000"
1154,"austin","Single Family",30.2804317474365,-97.6305084228516,2,FALSE,2014,0,6534,3.66666666666667,11,2,3,"0-250000"
15160,"austin","Single Family",30.3276557922363,-97.7347793579102,1,FALSE,1951,1,10018,7,16,2,2,"350000-450000"
6955,"austin","Single Family",30.2089920043945,-97.7929458618164,0,FALSE,2015,0,7797,4,14,3,3,"350000-450000"
317,"austin","Single Family",30.3413028717041,-97.9195404052734,3,FALSE,2012,1,13503.6,8.33333333333333,17,6,4,"650000+"
10984,"austin","Single Family",30.3560981750488,-97.6222152709961,2,FALSE,2014,0,9496,5,11,3,4,"0-250000"
9084,"austin","Single Family",30.4225730895996,-97.6929626464844,2,FALSE,1977,1,6969,4.33333333333333,13,2,3,"250000-350000"
9530,"austin","Single Family",30.2817554473877,-97.7158050537109,0,FALSE,2015,0,5575,6.66666666666667,15,3,3,"650000+"
4051,"austin","Single Family",30.2308921813965,-97.7027587890625,1,FALSE,1971,0,5837,3.33333333333333,13,1,3,"0-250000"
7414,"austin","Single Family",30.1764945983887,-97.8117370605469,2,FALSE,1982,3,8276,3.33333333333333,14,2,3,"350000-450000"
11755,"austin","Single Family",30.3427772521973,-97.7102279663086,3,FALSE,1956,3,9931,3.33333333333333,13,3,3,"450000-650000"
11279,"austin","Single Family",30.3084735870361,-97.7050399780273,2,FALSE,1957,0,9365,5,15,1,3,"250000-350000"
15034,"austin","Single Family",30.3259944915771,-97.749626159668,1,FALSE,1985,0,15681.6,7,16,3,4,"450000-650000"
2166,"austin","Single Family",30.1398372650146,-97.765754699707,2,FALSE,2013,0,6403,5.33333333333333,15,3,5,"0-250000"
4217,"austin","Single Family",30.1889133453369,-97.9856567382812,3,FALSE,2011,3,15246,7,16,4,5,"450000-650000"
14439,"austin","Condo",30.3107833862305,-97.7512054443359,0,FALSE,2006,0,4399,6,16,3,3,"650000+"
4814,"austin","Single Family",30.283540725708,-97.8767013549805,0,FALSE,1988,3,65340,5.66666666666667,16,5,4,"650000+"
7506,"austin","Single Family",30.1686916351318,-97.8735580444336,0,FALSE,1999,1,15681.6,7.33333333333333,17,2,3,"450000-650000"
8347,"austin","Single Family",30.5049152374268,-97.7630844116211,0,FALSE,2008,0,10890,8.33333333333333,16,5,5,"450000-650000"
10048,"austin","Single Family",30.2796154022217,-97.6767959594727,1,FALSE,2020,0,7052,3.66666666666667,14,3,3,"450000-650000"
1600,"austin","Single Family",30.1777324676514,-97.9174728393555,3,FALSE,2012,0,12632.4,8,18,5,5,"450000-650000"
13560,"austin","Single Family",30.2060432434082,-97.8506011962891,0,FALSE,1991,0,17424,4.66666666666667,14,3,3,"250000-350000"
870,"austin","Single Family",30.3499565124512,-97.8730087280273,3,TRUE,2009,0,48787.2,7,16,6,5,"650000+"
11783,"austin","Single Family",30.3341407775879,-97.7119216918945,0,FALSE,1962,0,7666,5.66666666666667,13,1,2,"350000-450000"
9717,"austin","Single Family",30.2770214080811,-97.7110137939453,1,FALSE,2016,1,4443,6.66666666666667,15,3,5,"450000-650000"
11911,"austin","Single Family",30.3318023681641,-97.7132873535156,2,FALSE,1964,0,7840,5.66666666666667,13,2,4,"450000-650000"
7552,"austin","Single Family",30.1647605895996,-97.8624877929688,0,FALSE,1977,0,26136,7.33333333333333,17,2,4,"450000-650000"
10275,"austin","Single Family",30.26047706604,-97.6686630249023,2,FALSE,2012,1,6490,3,11,2,3,"350000-450000"
2303,"austin","Single Family",30.3794937133789,-97.8879089355469,2,FALSE,1988,2,8276,8.33333333333333,17,3,4,"350000-450000"
8129,"austin","Single Family",30.5040473937988,-97.761100769043,0,FALSE,2002,0,19166.4,8.33333333333333,16,3,5,"450000-650000"
14447,"austin","Single Family",30.3009395599365,-97.7449722290039,0,FALSE,1920,0,6926,6,16,1,2,"250000-350000"
2120,"austin","Single Family",30.1639022827148,-97.7698822021484,1,FALSE,1969,0,10149,5.33333333333333,14,1,3,"0-250000"
8222,"austin","Single Family",30.4936504364014,-97.7729949951172,2,TRUE,1998,3,7697,8,16,3,4,"350000-450000"
11971,"austin","Single Family",30.1706562042236,-97.8444976806641,1,FALSE,2007,1,6272,5,15,3,4,"250000-350000"
9599,"austin","Single Family",30.2837581634521,-97.7024688720703,2,FALSE,1968,0,6969,6.66666666666667,15,2,4,"0-250000"
10010,"austin","Single Family",30.2749366760254,-97.6788711547852,0,FALSE,1950,0,7143,3.66666666666667,14,1,2,"0-250000"
12806,"austin","Single Family",30.1954612731934,-97.863639831543,2,FALSE,2001,1,7274,7.33333333333333,16,4,3,"350000-450000"
3399,"austin","Single Family",30.3766098022461,-97.6643218994141,2,FALSE,1972,0,10018,5,15,2,3,"0-250000"
8767,"austin","Single Family",30.4204788208008,-97.7627105712891,2,FALSE,1982,0,16988.4,7,17,2,4,"250000-350000"
11795,"austin","Single Family",30.3331165313721,-97.7241439819336,1,FALSE,1961,0,7143,7,16,3,3,"350000-450000"
12964,"austin","Condo",30.288761138916,-97.7686920166016,1,FALSE,1983,0,1350,7,16,2,2,"250000-350000"
14033,"austin","Single Family",30.4468898773193,-97.7620620727539,0,FALSE,1986,0,5357,5.66666666666667,12,3,3,"0-250000"
6120,"austin","Single Family",30.2677745819092,-97.8071441650391,0,FALSE,1978,1,10890,9,14,5,4,"650000+"
7380,"austin","Single Family",30.1476192474365,-97.8430099487305,0,FALSE,2008,0,5749,3.66666666666667,15,3,4,"0-250000"
2290,"austin","Single Family",30.1386947631836,-97.7622375488281,2,FALSE,2019,2,5619,5.33333333333333,15,2,3,"250000-350000"
10651,"austin","Single Family",30.2106037139892,-97.7654571533203,1,FALSE,1967,0,6838,2.66666666666667,13,1,3,"350000-450000"
216,"austin","Single Family",30.2404193878174,-97.5787811279297,2,FALSE,2012,0,7927,3,13,2,3,"0-250000"
2890,"austin","Single Family",30.3874740600586,-97.6996612548828,2,FALSE,1978,0,7100,4,13,2,3,"0-250000"
8197,"austin","Single Family",30.5169162750244,-97.7467269897461,2,FALSE,1999,0,11761.2,7,16,4,6,"450000-650000"
5287,"austin","Single Family",30.1731739044189,-97.7921752929688,2,FALSE,1997,0,5052,3.33333333333333,13,2.5,4,"0-250000"
626,"austin","Single Family",30.2878723144531,-97.6611099243164,2,FALSE,1972,0,7884,3.66666666666667,14,2,3,"250000-350000"
10793,"austin","Apartment",30.2364349365234,-97.7479019165039,1,FALSE,1967,0,2334,4.33333333333333,14,1,2,"250000-350000"
9281,"austin","Single Family",30.2572288513184,-97.7257843017578,0,FALSE,1916,0,6926,4,11,3,4,"650000+"
9017,"austin","Single Family",30.4427719116211,-97.6774291992188,2,FALSE,1985,0,7056,2.66666666666667,14,2,4,"0-250000"
10490,"austin","Single Family",30.1988506317139,-97.7796096801758,0,FALSE,1972,0,7100,4,14,2,3,"250000-350000"
9032,"austin","Single Family",30.4398498535156,-97.6811599731445,2,FALSE,1985,0,6795,2.66666666666667,14,2,3,"0-250000"
8908,"austin","Single Family",30.4185485839844,-97.7609329223633,2,FALSE,1996,1,11761.2,7,17,3,4,"450000-650000"
7342,"austin","Single Family",30.1672973632812,-97.7954025268555,2,FALSE,2014,1,5749,3.33333333333333,14,2,3,"250000-350000"
9903,"austin","Single Family",30.2853755950928,-97.6806488037109,2,TRUE,1925,3,14810.4,3.33333333333333,13,3,3,"650000+"
11528,"austin","Single Family",30.2956924438477,-97.6777648925781,0,FALSE,1966,0,13503.6,3,15,2,3,"250000-350000"
7288,"austin","Single Family",30.1464881896973,-97.8395690917969,0,FALSE,2007,3,5749,3.66666666666667,15,3,4,"250000-350000"
12196,"austin","Single Family",30.1936111450195,-97.8224487304688,0,FALSE,1978,0,15681.6,4,13,2,3,"250000-350000"
461,"austin","Single Family",30.4966678619385,-97.7954254150391,2,FALSE,2006,3,8537,8.33333333333333,16,3,3,"350000-450000"
13628,"austin","Condo",30.2452278137207,-97.7722015380859,0,TRUE,2005,1,5318,6.66666666666667,16,3,2,"450000-650000"
4617,"austin","Single Family",30.2203273773193,-98.0014877319336,2,FALSE,2008,0,217800,6.66666666666667,16,2,4,"450000-650000"
12462,"austin","Single Family",30.2145767211914,-97.8645324707031,2,FALSE,1995,0,6969,8,17,4,4,"350000-450000"
3697,"austin","Single Family",30.4377174377441,-97.7502136230469,0,FALSE,1984,0,6316,7.66666666666667,16,2,3,"0-250000"
14758,"austin","Single Family",30.3110046386719,-97.7284698486328,0,FALSE,1934,2,6708,7.33333333333333,15,1,2,"450000-650000"
10617,"austin","Single Family",30.2205944061279,-97.7783660888672,1,FALSE,1954,0,9931,3.33333333333333,13,2,3,"0-250000"
10688,"austin","Single Family",30.2222652435303,-97.7782592773438,1,FALSE,2019,0,7535,3.33333333333333,13,3,3,"450000-650000"
1473,"austin","Single Family",30.4301490783691,-97.8067779541016,0,FALSE,1978,2,13068,8.66666666666667,16,2,4,"650000+"
13969,"austin","Single Family",30.3806266784668,-97.8935546875,2,FALSE,1994,1,6970,8.33333333333333,17,3,4,"250000-350000"
7561,"austin","Single Family",30.1797008514404,-97.9005966186523,2,FALSE,2019,1,5967,9,18,3,3,"450000-650000"
1041,"austin","Single Family",30.3352546691894,-97.8290634155273,2,FALSE,2019,1,14374.8,7,16,5,5,"650000+"
4466,"austin","Single Family",30.1991443634033,-97.9770202636719,0,FALSE,2004,0,20473.2,6,16,4,5,"450000-650000"
