"VID","date","year","month","day","power"
9620560,2015-01-04 20:45:00,2015,1,4,0.22
9620560,2015-01-04 21:00:00,2015,1,4,0.21
9620560,2015-01-04 21:15:00,2015,1,4,0.23
9620560,2015-01-04 21:30:00,2015,1,4,0.64
9620560,2015-01-04 21:45:00,2015,1,4,0.21
9620560,2015-01-04 22:00:00,2015,1,4,0.2
9620560,2015-01-04 22:15:00,2015,1,4,0.23
9620560,2015-01-04 22:30:00,2015,1,4,0.21
9620560,2015-01-04 22:45:00,2015,1,4,0.22
9620560,2015-01-04 23:00:00,2015,1,4,0.2
9620560,2015-01-04 23:15:00,2015,1,4,0.2
9620560,2015-01-04 23:30:00,2015,1,4,0.22
9620560,2015-01-04 23:45:00,2015,1,4,0.22
9620560,2015-01-05 00:00:00,2015,1,5,0.21
9620560,2015-01-05 00:15:00,2015,1,5,0.57
9620560,2015-01-05 00:30:00,2015,1,5,0.41
9620560,2015-01-05 00:45:00,2015,1,5,0.19
9620560,2015-01-05 01:00:00,2015,1,5,0.21
9620560,2015-01-05 01:15:00,2015,1,5,0.61
9620560,2015-01-05 01:30:00,2015,1,5,0.22
9620560,2015-01-05 01:45:00,2015,1,5,0.19
9620560,2015-01-05 02:00:00,2015,1,5,0.21
9620560,2015-01-05 02:15:00,2015,1,5,0.54
9620560,2015-01-05 02:30:00,2015,1,5,0.29
9620560,2015-01-05 02:45:00,2015,1,5,0.21
9620560,2015-01-05 03:00:00,2015,1,5,0.22
9620560,2015-01-05 03:15:00,2015,1,5,0.3
9620560,2015-01-05 03:30:00,2015,1,5,0.82
9620560,2015-01-05 03:45:00,2015,1,5,0.27
9620560,2015-01-05 04:00:00,2015,1,5,0.2
9620560,2015-01-05 04:15:00,2015,1,5,0.21
9620560,2015-01-05 04:30:00,2015,1,5,0.21
9620560,2015-01-05 04:45:00,2015,1,5,0.21
9620560,2015-01-05 05:00:00,2015,1,5,0.61
9620560,2015-01-05 05:15:00,2015,1,5,0.21
9620560,2015-01-05 05:30:00,2015,1,5,0.2
9620560,2015-01-05 05:45:00,2015,1,5,0.21
9620560,2015-01-05 06:00:00,2015,1,5,0.23
9620560,2015-01-05 06:15:00,2015,1,5,0.4
9620560,2015-01-05 06:30:00,2015,1,5,0.46
9620560,2015-01-05 06:45:00,2015,1,5,0.2
9620560,2015-01-05 07:00:00,2015,1,5,0.22
9620560,2015-01-05 07:15:00,2015,1,5,0.2
9620560,2015-01-05 07:30:00,2015,1,5,0.2
9620560,2015-01-05 07:45:00,2015,1,5,0.21
9620560,2015-01-05 08:00:00,2015,1,5,0.22
9620560,2015-01-05 08:15:00,2015,1,5,0.21
9620560,2015-01-05 08:30:00,2015,1,5,0.2
9620560,2015-01-05 08:45:00,2015,1,5,0.21
9620560,2015-01-05 09:00:00,2015,1,5,0.23
9620560,2015-01-05 09:15:00,2015,1,5,0.79
9620560,2015-01-05 09:30:00,2015,1,5,0.46
9620560,2015-01-05 09:45:00,2015,1,5,0.39
9620560,2015-01-05 10:00:00,2015,1,5,0.21
9620560,2015-01-05 10:15:00,2015,1,5,0.21
9620560,2015-01-05 10:30:00,2015,1,5,0.2
9620560,2015-01-05 10:45:00,2015,1,5,0.2
9620560,2015-01-05 11:00:00,2015,1,5,0.22
9620560,2015-01-05 11:15:00,2015,1,5,0.6
9620560,2015-01-05 11:30:00,2015,1,5,0.21
9620560,2015-01-05 11:45:00,2015,1,5,0.22
9620560,2015-01-05 12:00:00,2015,1,5,0.23
9620560,2015-01-05 12:15:00,2015,1,5,0.23
9620560,2015-01-05 12:30:00,2015,1,5,0.21
9620560,2015-01-05 12:45:00,2015,1,5,0.22
9620560,2015-01-05 13:00:00,2015,1,5,0.22
9620560,2015-01-05 13:15:00,2015,1,5,0.22
9620560,2015-01-05 13:30:00,2015,1,5,0.2
9620560,2015-01-05 13:45:00,2015,1,5,0.21
9620560,2015-01-05 14:00:00,2015,1,5,0.21
9620560,2015-01-05 14:15:00,2015,1,5,0.21
9620560,2015-01-05 14:30:00,2015,1,5,0.2
9620560,2015-01-05 14:45:00,2015,1,5,0.22
9620560,2015-01-05 15:00:00,2015,1,5,0.23
9620560,2015-01-05 15:15:00,2015,1,5,0.21
9620560,2015-01-05 15:30:00,2015,1,5,0.24
9620560,2015-01-05 15:45:00,2015,1,5,0.22
9620560,2015-01-05 16:00:00,2015,1,5,0.49
9620560,2015-01-05 16:15:00,2015,1,5,0.29
9620560,2015-01-05 16:30:00,2015,1,5,0.2
9620560,2015-01-05 16:45:00,2015,1,5,0.22
9620560,2015-01-05 17:00:00,2015,1,5,0.21
9620560,2015-01-05 17:15:00,2015,1,5,0.2
9620560,2015-01-05 17:30:00,2015,1,5,0.22
9620560,2015-01-05 17:45:00,2015,1,5,0.21
9620560,2015-01-05 18:00:00,2015,1,5,0.22
9620560,2015-01-05 18:15:00,2015,1,5,0.22
9620560,2015-01-05 18:30:00,2015,1,5,0.23
9620560,2015-01-05 18:45:00,2015,1,5,0.23
9620560,2015-01-05 19:00:00,2015,1,5,0.2
9620560,2015-01-05 19:15:00,2015,1,5,0.61
9620560,2015-01-05 19:30:00,2015,1,5,0.25
9620560,2015-01-05 19:45:00,2015,1,5,0.24
9620560,2015-01-05 20:00:00,2015,1,5,0.21
9620560,2015-01-05 20:15:00,2015,1,5,0.2
9620560,2015-01-05 20:30:00,2015,1,5,0.25
9620560,2015-01-05 20:45:00,2015,1,5,0.57
9620560,2015-01-05 21:00:00,2015,1,5,0.22
9620560,2015-01-05 21:15:00,2015,1,5,0.23
9620560,2015-01-05 21:30:00,2015,1,5,0.23
9620560,2015-01-05 21:45:00,2015,1,5,0.23
9620560,2015-01-05 22:00:00,2015,1,5,0.21
9620560,2015-01-05 22:15:00,2015,1,5,0.29
9620560,2015-01-05 22:30:00,2015,1,5,0.21
9620560,2015-01-05 22:45:00,2015,1,5,0.21
9620560,2015-01-05 23:00:00,2015,1,5,0.21
9620560,2015-01-05 23:15:00,2015,1,5,0.23
9620560,2015-01-05 23:30:00,2015,1,5,0.21
9620560,2015-01-05 23:45:00,2015,1,5,0.2
9620560,2015-01-06 00:00:00,2015,1,6,0.21
9620560,2015-01-06 00:15:00,2015,1,6,0.83
9620560,2015-01-06 00:30:00,2015,1,6,0.33
9620560,2015-01-06 00:45:00,2015,1,6,0.28
9620560,2015-01-06 01:00:00,2015,1,6,0.29
9620560,2015-01-06 01:15:00,2015,1,6,0.32
9620560,2015-01-06 01:30:00,2015,1,6,0.3
9620560,2015-01-06 01:45:00,2015,1,6,0.26
9620560,2015-01-06 02:00:00,2015,1,6,0.24
9620560,2015-01-06 02:15:00,2015,1,6,0.28
9620560,2015-01-06 02:30:00,2015,1,6,0.27
9620560,2015-01-06 02:45:00,2015,1,6,0.27
9620560,2015-01-06 03:00:00,2015,1,6,0.23
9620560,2015-01-06 03:15:00,2015,1,6,0.29
9620560,2015-01-06 03:30:00,2015,1,6,0.27
9620560,2015-01-06 03:45:00,2015,1,6,0.28
9620560,2015-01-06 04:00:00,2015,1,6,0.22
9620560,2015-01-06 04:15:00,2015,1,6,0.26
9620560,2015-01-06 04:30:00,2015,1,6,0.27
9620560,2015-01-06 04:45:00,2015,1,6,0.25
9620560,2015-01-06 05:00:00,2015,1,6,0.22
9620560,2015-01-06 05:15:00,2015,1,6,0.26
9620560,2015-01-06 05:30:00,2015,1,6,0.22
9620560,2015-01-06 05:45:00,2015,1,6,0.21
9620560,2015-01-06 06:00:00,2015,1,6,0.2
9620560,2015-01-06 06:15:00,2015,1,6,0.24
9620560,2015-01-06 06:30:00,2015,1,6,0.23
9620560,2015-01-06 06:45:00,2015,1,6,0.22
9620560,2015-01-06 07:00:00,2015,1,6,0.21
9620560,2015-01-06 07:15:00,2015,1,6,0.21
9620560,2015-01-06 07:30:00,2015,1,6,0.23
9620560,2015-01-06 07:45:00,2015,1,6,0.2
9620560,2015-01-06 08:00:00,2015,1,6,0.22
9620560,2015-01-06 08:15:00,2015,1,6,0.22
9620560,2015-01-06 08:30:00,2015,1,6,0.21
9620560,2015-01-06 08:45:00,2015,1,6,0.21
9620560,2015-01-06 09:00:00,2015,1,6,0.21
9620560,2015-01-06 09:15:00,2015,1,6,0.24
9620560,2015-01-06 09:30:00,2015,1,6,0.22
9620560,2015-01-06 09:45:00,2015,1,6,0.24
9620560,2015-01-06 10:00:00,2015,1,6,0.23
9620560,2015-01-06 10:15:00,2015,1,6,0.21
9620560,2015-01-06 10:30:00,2015,1,6,0.21
9620560,2015-01-06 10:45:00,2015,1,6,0.21
9620560,2015-01-06 11:00:00,2015,1,6,0.22
9620560,2015-01-06 11:15:00,2015,1,6,0.21
9620560,2015-01-06 11:30:00,2015,1,6,0.21
9620560,2015-01-06 11:45:00,2015,1,6,0.21
9620560,2015-01-06 12:00:00,2015,1,6,0.22
9620560,2015-01-06 12:15:00,2015,1,6,0.22
9620560,2015-01-06 12:30:00,2015,1,6,0.23
9620560,2015-01-06 12:45:00,2015,1,6,0.22
9620560,2015-01-06 13:00:00,2015,1,6,0.24
9620560,2015-01-06 13:15:00,2015,1,6,0.2
9620560,2015-01-06 13:30:00,2015,1,6,0.21
9620560,2015-01-06 13:45:00,2015,1,6,0.21
9620560,2015-01-06 14:00:00,2015,1,6,0.21
9620560,2015-01-06 14:15:00,2015,1,6,0.21
9620560,2015-01-06 14:30:00,2015,1,6,0.21
9620560,2015-01-06 14:45:00,2015,1,6,0.23
9620560,2015-01-06 15:00:00,2015,1,6,0.21
9620560,2015-01-06 15:15:00,2015,1,6,0.21
9620560,2015-01-06 15:30:00,2015,1,6,0.24
9620560,2015-01-06 15:45:00,2015,1,6,0.22
9620560,2015-01-06 16:00:00,2015,1,6,0.22
9620560,2015-01-06 16:15:00,2015,1,6,0.22
9620560,2015-01-06 16:30:00,2015,1,6,0.22
9620560,2015-01-06 16:45:00,2015,1,6,0.22
9620560,2015-01-06 17:00:00,2015,1,6,0.2
9620560,2015-01-06 17:15:00,2015,1,6,0.22
9620560,2015-01-06 17:30:00,2015,1,6,0.2
9620560,2015-01-06 17:45:00,2015,1,6,0.21
9620560,2015-01-06 18:00:00,2015,1,6,0.21
9620560,2015-01-06 18:15:00,2015,1,6,0.22
9620560,2015-01-06 18:30:00,2015,1,6,0.22
9620560,2015-01-06 18:45:00,2015,1,6,0.22
9620560,2015-01-06 19:00:00,2015,1,6,0.23
9620560,2015-01-06 19:15:00,2015,1,6,0.23
9620560,2015-01-06 19:30:00,2015,1,6,0.21
9620560,2015-01-06 19:45:00,2015,1,6,0.21
9620560,2015-01-06 20:00:00,2015,1,6,0.22
9620560,2015-01-06 20:15:00,2015,1,6,0.2
9620560,2015-01-06 20:30:00,2015,1,6,0.22
9620560,2015-01-06 20:45:00,2015,1,6,0.22
9620560,2015-01-06 21:00:00,2015,1,6,0.21
9620560,2015-01-06 21:15:00,2015,1,6,0.26
9620560,2015-01-06 21:30:00,2015,1,6,0.56
9620560,2015-01-06 21:45:00,2015,1,6,0.24
9620560,2015-01-06 22:00:00,2015,1,6,0.22
9620560,2015-01-06 22:15:00,2015,1,6,0.22
9620560,2015-01-06 22:30:00,2015,1,6,0.22
9620560,2015-01-06 22:45:00,2015,1,6,0.21
9620560,2015-01-06 23:00:00,2015,1,6,0.22
9620560,2015-01-06 23:15:00,2015,1,6,0.2
9620560,2015-01-06 23:30:00,2015,1,6,0.21
9620560,2015-01-06 23:45:00,2015,1,6,0.21
9620560,2015-01-07 00:00:00,2015,1,7,0.21
9620560,2015-01-07 00:15:00,2015,1,7,0.22
9620560,2015-01-07 00:30:00,2015,1,7,0.6
9620560,2015-01-07 00:45:00,2015,1,7,0.22
9620560,2015-01-07 01:00:00,2015,1,7,0.22
9620560,2015-01-07 01:15:00,2015,1,7,0.33
9620560,2015-01-07 01:30:00,2015,1,7,0.51
9620560,2015-01-07 01:45:00,2015,1,7,0.21
9620560,2015-01-07 02:00:00,2015,1,7,0.21
9620560,2015-01-07 02:15:00,2015,1,7,0.2
9620560,2015-01-07 02:30:00,2015,1,7,0.57
9620560,2015-01-07 02:45:00,2015,1,7,0.24
9620560,2015-01-07 03:00:00,2015,1,7,0.2
9620560,2015-01-07 03:15:00,2015,1,7,0.2
9620560,2015-01-07 03:30:00,2015,1,7,0.19
9620560,2015-01-07 03:45:00,2015,1,7,0.6
9620560,2015-01-07 04:00:00,2015,1,7,0.26
9620560,2015-01-07 04:15:00,2015,1,7,0.22
9620560,2015-01-07 04:30:00,2015,1,7,0.22
9620560,2015-01-07 04:45:00,2015,1,7,0.22
9620560,2015-01-07 05:00:00,2015,1,7,0.21
9620560,2015-01-07 05:15:00,2015,1,7,0.67
9620560,2015-01-07 05:30:00,2015,1,7,0.2
9620560,2015-01-07 05:45:00,2015,1,7,0.21
9620560,2015-01-07 06:00:00,2015,1,7,0.21
9620560,2015-01-07 06:15:00,2015,1,7,0.19
9620560,2015-01-07 06:30:00,2015,1,7,0.21
9620560,2015-01-07 06:45:00,2015,1,7,0.54
9620560,2015-01-07 07:00:00,2015,1,7,0.28
9620560,2015-01-07 07:15:00,2015,1,7,0.22
9620560,2015-01-07 07:30:00,2015,1,7,0.23
9620560,2015-01-07 07:45:00,2015,1,7,0.23
9620560,2015-01-07 08:00:00,2015,1,7,0.2
9620560,2015-01-07 08:15:00,2015,1,7,0.21
9620560,2015-01-07 08:30:00,2015,1,7,0.22
9620560,2015-01-07 08:45:00,2015,1,7,0.21
9620560,2015-01-07 09:00:00,2015,1,7,0.2
9620560,2015-01-07 09:15:00,2015,1,7,0.63
9620560,2015-01-07 09:30:00,2015,1,7,0.59
9620560,2015-01-07 09:45:00,2015,1,7,0.29
9620560,2015-01-07 10:00:00,2015,1,7,0.2
9620560,2015-01-07 10:15:00,2015,1,7,0.23
9620560,2015-01-07 10:30:00,2015,1,7,0.23
9620560,2015-01-07 10:45:00,2015,1,7,0.24
9620560,2015-01-07 11:00:00,2015,1,7,0.22
9620560,2015-01-07 11:15:00,2015,1,7,0.22
9620560,2015-01-07 11:30:00,2015,1,7,0.22
9620560,2015-01-07 11:45:00,2015,1,7,0.21
9620560,2015-01-07 12:00:00,2015,1,7,0.43
9620560,2015-01-07 12:15:00,2015,1,7,0.37
9620560,2015-01-07 12:30:00,2015,1,7,0.21
9620560,2015-01-07 12:45:00,2015,1,7,0.21
9620560,2015-01-07 13:00:00,2015,1,7,0.2
9620560,2015-01-07 13:15:00,2015,1,7,0.23
9620560,2015-01-07 13:30:00,2015,1,7,0.22
9620560,2015-01-07 13:45:00,2015,1,7,0.23
9620560,2015-01-07 14:00:00,2015,1,7,0.22
9620560,2015-01-07 14:15:00,2015,1,7,0.22
9620560,2015-01-07 14:30:00,2015,1,7,0.21
9620560,2015-01-07 14:45:00,2015,1,7,0.21
9620560,2015-01-07 15:00:00,2015,1,7,0.57
9620560,2015-01-07 15:15:00,2015,1,7,0.21
9620560,2015-01-07 15:30:00,2015,1,7,0.21
9620560,2015-01-07 15:45:00,2015,1,7,0.21
9620560,2015-01-07 16:00:00,2015,1,7,0.2
9620560,2015-01-07 16:15:00,2015,1,7,0.23
9620560,2015-01-07 16:30:00,2015,1,7,0.22
9620560,2015-01-07 16:45:00,2015,1,7,0.21
9620560,2015-01-07 17:00:00,2015,1,7,0.32
9620560,2015-01-07 17:15:00,2015,1,7,0.25
9620560,2015-01-07 17:30:00,2015,1,7,0.22
9620560,2015-01-07 17:45:00,2015,1,7,0.2
9620560,2015-01-07 18:00:00,2015,1,7,0.21
9620560,2015-01-07 18:15:00,2015,1,7,0.21
9620560,2015-01-07 18:30:00,2015,1,7,0.21
9620560,2015-01-07 18:45:00,2015,1,7,0.21
9620560,2015-01-07 19:00:00,2015,1,7,0.21
9620560,2015-01-07 19:15:00,2015,1,7,0.65
9620560,2015-01-07 19:30:00,2015,1,7,0.22
9620560,2015-01-07 19:45:00,2015,1,7,0.23
9620560,2015-01-07 20:00:00,2015,1,7,0.23
9620560,2015-01-07 20:15:00,2015,1,7,0.21
9620560,2015-01-07 20:30:00,2015,1,7,0.21
9620560,2015-01-07 20:45:00,2015,1,7,0.6
9620560,2015-01-07 21:00:00,2015,1,7,0.22
9620560,2015-01-07 21:15:00,2015,1,7,0.22
9620560,2015-01-07 21:30:00,2015,1,7,0.21
9620560,2015-01-07 21:45:00,2015,1,7,0.2
9620560,2015-01-07 22:00:00,2015,1,7,0.21
9620560,2015-01-07 22:15:00,2015,1,7,0.23
9620560,2015-01-07 22:30:00,2015,1,7,0.22
9620560,2015-01-07 22:45:00,2015,1,7,0.23
9620560,2015-01-07 23:00:00,2015,1,7,0.24
9620560,2015-01-07 23:15:00,2015,1,7,0.26
9620560,2015-01-07 23:30:00,2015,1,7,0.2
9620560,2015-01-07 23:45:00,2015,1,7,0.2
2861642,2015-01-01 00:00:00,2015,1,1,1.22
2861642,2015-01-01 00:15:00,2015,1,1,1.22
2861642,2015-01-01 00:30:00,2015,1,1,1.24
2861642,2015-01-01 00:45:00,2015,1,1,1.12
2861642,2015-01-01 01:00:00,2015,1,1,1.06
2861642,2015-01-01 01:15:00,2015,1,1,1.2
2861642,2015-01-01 01:30:00,2015,1,1,1.02
2861642,2015-01-01 01:45:00,2015,1,1,1.07
2861642,2015-01-01 02:00:00,2015,1,1,1.15
2861642,2015-01-01 02:15:00,2015,1,1,1.42
2861642,2015-01-01 02:30:00,2015,1,1,1.15
2861642,2015-01-01 02:45:00,2015,1,1,1.14
2861642,2015-01-01 03:00:00,2015,1,1,1.11
2861642,2015-01-01 03:15:00,2015,1,1,2.24
2861642,2015-01-01 03:30:00,2015,1,1,2.14
2861642,2015-01-01 03:45:00,2015,1,1,2
2861642,2015-01-01 04:00:00,2015,1,1,2.18
2861642,2015-01-01 04:15:00,2015,1,1,2.13
2861642,2015-01-01 04:30:00,2015,1,1,2.06
2861642,2015-01-01 04:45:00,2015,1,1,1.28
2861642,2015-01-01 05:00:00,2015,1,1,1.05
2861642,2015-01-01 05:15:00,2015,1,1,1.06
2861642,2015-01-01 05:30:00,2015,1,1,1.16
2861642,2015-01-01 05:45:00,2015,1,1,0.82
2861642,2015-01-01 06:00:00,2015,1,1,1.08
2861642,2015-01-01 06:15:00,2015,1,1,1.15
2861642,2015-01-01 06:30:00,2015,1,1,0.37
2861642,2015-01-01 06:45:00,2015,1,1,1.15
2861642,2015-01-01 07:00:00,2015,1,1,0.95
2861642,2015-01-01 07:15:00,2015,1,1,0.06
2861642,2015-01-01 07:30:00,2015,1,1,0.24
2861642,2015-01-01 07:45:00,2015,1,1,0.12
2861642,2015-01-01 08:00:00,2015,1,1,0.33
2861642,2015-01-01 08:15:00,2015,1,1,0.6
2861642,2015-01-01 08:30:00,2015,1,1,0.1
2861642,2015-01-01 08:45:00,2015,1,1,0.12
2861642,2015-01-01 09:00:00,2015,1,1,0.29
2861642,2015-01-01 09:15:00,2015,1,1,0.48
2861642,2015-01-01 09:30:00,2015,1,1,0.36
2861642,2015-01-01 09:45:00,2015,1,1,0.54
2861642,2015-01-01 10:00:00,2015,1,1,0.32
2861642,2015-01-01 10:15:00,2015,1,1,0.2
2861642,2015-01-01 10:30:00,2015,1,1,0.22
2861642,2015-01-01 10:45:00,2015,1,1,0.07
2861642,2015-01-01 11:00:00,2015,1,1,0.2
2861642,2015-01-01 11:15:00,2015,1,1,0.14
2861642,2015-01-01 11:30:00,2015,1,1,0.21
2861642,2015-01-01 11:45:00,2015,1,1,0.25
2861642,2015-01-01 12:00:00,2015,1,1,0.2
2861642,2015-01-01 12:15:00,2015,1,1,0.1
2861642,2015-01-01 12:30:00,2015,1,1,0.17
2861642,2015-01-01 12:45:00,2015,1,1,0.17
2861642,2015-01-01 13:00:00,2015,1,1,0.07
2861642,2015-01-01 13:15:00,2015,1,1,0.17
2861642,2015-01-01 13:30:00,2015,1,1,0.15
2861642,2015-01-01 13:45:00,2015,1,1,0.04
2861642,2015-01-01 14:00:00,2015,1,1,0.18
2861642,2015-01-01 14:15:00,2015,1,1,0.17
2861642,2015-01-01 14:30:00,2015,1,1,0.03
2861642,2015-01-01 14:45:00,2015,1,1,0.47
2861642,2015-01-01 15:00:00,2015,1,1,0.27
2861642,2015-01-01 15:15:00,2015,1,1,0.08
2861642,2015-01-01 15:30:00,2015,1,1,0.21
2861642,2015-01-01 15:45:00,2015,1,1,1.02
2861642,2015-01-01 16:00:00,2015,1,1,0.07
2861642,2015-01-01 16:15:00,2015,1,1,0.24
2861642,2015-01-01 16:30:00,2015,1,1,0.16
2861642,2015-01-01 16:45:00,2015,1,1,0.09
2861642,2015-01-01 17:00:00,2015,1,1,0.28
2861642,2015-01-01 17:15:00,2015,1,1,0.46
2861642,2015-01-01 17:30:00,2015,1,1,0.36
2861642,2015-01-01 17:45:00,2015,1,1,0.31
2861642,2015-01-01 18:00:00,2015,1,1,0.5
2861642,2015-01-01 18:15:00,2015,1,1,0.23
2861642,2015-01-01 18:30:00,2015,1,1,0.37
2861642,2015-01-01 18:45:00,2015,1,1,0.11
2861642,2015-01-01 19:00:00,2015,1,1,0.1
2861642,2015-01-01 19:15:00,2015,1,1,0.31
2861642,2015-01-01 19:30:00,2015,1,1,0.32
2861642,2015-01-01 19:45:00,2015,1,1,0.29
2861642,2015-01-01 20:00:00,2015,1,1,0.11
2861642,2015-01-01 20:15:00,2015,1,1,0.19
2861642,2015-01-01 20:30:00,2015,1,1,0.26
2861642,2015-01-01 20:45:00,2015,1,1,0.13
2861642,2015-01-01 21:00:00,2015,1,1,0.24
2861642,2015-01-01 21:15:00,2015,1,1,0.21
2861642,2015-01-01 21:30:00,2015,1,1,0.11
2861642,2015-01-01 21:45:00,2015,1,1,0.26
2861642,2015-01-01 22:00:00,2015,1,1,0.17
2861642,2015-01-01 22:15:00,2015,1,1,0.23
2861642,2015-01-01 22:30:00,2015,1,1,0.06
2861642,2015-01-01 22:45:00,2015,1,1,0.07
2861642,2015-01-01 23:00:00,2015,1,1,0.08
2861642,2015-01-01 23:15:00,2015,1,1,1.49
2861642,2015-01-01 23:30:00,2015,1,1,1.84
2861642,2015-01-01 23:45:00,2015,1,1,1.35
2861642,2015-01-02 00:00:00,2015,1,2,1.09
2861642,2015-01-02 00:15:00,2015,1,2,1.05
2861642,2015-01-02 00:30:00,2015,1,2,1.22
2861642,2015-01-02 00:45:00,2015,1,2,1.03
2861642,2015-01-02 01:00:00,2015,1,2,1.09
2861642,2015-01-02 01:15:00,2015,1,2,1.18
2861642,2015-01-02 01:30:00,2015,1,2,1.03
2861642,2015-01-02 01:45:00,2015,1,2,1.08
2861642,2015-01-02 02:00:00,2015,1,2,1.18
2861642,2015-01-02 02:15:00,2015,1,2,1.01
2861642,2015-01-02 02:30:00,2015,1,2,1.04
2861642,2015-01-02 02:45:00,2015,1,2,1.28
2861642,2015-01-02 03:00:00,2015,1,2,1.37
2861642,2015-01-02 03:15:00,2015,1,2,2.09
2861642,2015-01-02 03:30:00,2015,1,2,2.17
2861642,2015-01-02 03:45:00,2015,1,2,2.03
2861642,2015-01-02 04:00:00,2015,1,2,2.14
2861642,2015-01-02 04:15:00,2015,1,2,2.17
2861642,2015-01-02 04:30:00,2015,1,2,1.95
2861642,2015-01-02 04:45:00,2015,1,2,1.14
2861642,2015-01-02 05:00:00,2015,1,2,1.15
2861642,2015-01-02 05:15:00,2015,1,2,1.02
2861642,2015-01-02 05:30:00,2015,1,2,1.1
2861642,2015-01-02 05:45:00,2015,1,2,0.81
2861642,2015-01-02 06:00:00,2015,1,2,0.81
2861642,2015-01-02 06:15:00,2015,1,2,1.13
2861642,2015-01-02 06:30:00,2015,1,2,0.91
2861642,2015-01-02 06:45:00,2015,1,2,2.17
2861642,2015-01-02 07:00:00,2015,1,2,2.21
2861642,2015-01-02 07:15:00,2015,1,2,0.47
2861642,2015-01-02 07:30:00,2015,1,2,0.25
2861642,2015-01-02 07:45:00,2015,1,2,0.27
2861642,2015-01-02 08:00:00,2015,1,2,0.07
2861642,2015-01-02 08:15:00,2015,1,2,0.22
2861642,2015-01-02 08:30:00,2015,1,2,0.26
2861642,2015-01-02 08:45:00,2015,1,2,0.05
2861642,2015-01-02 09:00:00,2015,1,2,0.14
2861642,2015-01-02 09:15:00,2015,1,2,0.21
2861642,2015-01-02 09:30:00,2015,1,2,0.06
2861642,2015-01-02 09:45:00,2015,1,2,0.16
2861642,2015-01-02 10:00:00,2015,1,2,0.19
2861642,2015-01-02 10:15:00,2015,1,2,0.04
2861642,2015-01-02 10:30:00,2015,1,2,0.15
2861642,2015-01-02 10:45:00,2015,1,2,0.17
2861642,2015-01-02 11:00:00,2015,1,2,0.18
2861642,2015-01-02 11:15:00,2015,1,2,0.25
2861642,2015-01-02 11:30:00,2015,1,2,0.15
2861642,2015-01-02 11:45:00,2015,1,2,0.06
2861642,2015-01-02 12:00:00,2015,1,2,0.04
2861642,2015-01-02 12:15:00,2015,1,2,0.22
2861642,2015-01-02 12:30:00,2015,1,2,0.33
2861642,2015-01-02 12:45:00,2015,1,2,0.09
2861642,2015-01-02 13:00:00,2015,1,2,0.08
2861642,2015-01-02 13:15:00,2015,1,2,0.21
2861642,2015-01-02 13:30:00,2015,1,2,0.07
2861642,2015-01-02 13:45:00,2015,1,2,0.09
2861642,2015-01-02 14:00:00,2015,1,2,0.21
2861642,2015-01-02 14:15:00,2015,1,2,0.04
2861642,2015-01-02 14:30:00,2015,1,2,0.1
2861642,2015-01-02 14:45:00,2015,1,2,0.2
2861642,2015-01-02 15:00:00,2015,1,2,0.06
2861642,2015-01-02 15:15:00,2015,1,2,0.09
2861642,2015-01-02 15:30:00,2015,1,2,0.23
2861642,2015-01-02 15:45:00,2015,1,2,0.02
2861642,2015-01-02 16:00:00,2015,1,2,0.09
2861642,2015-01-02 16:15:00,2015,1,2,0.25
2861642,2015-01-02 16:30:00,2015,1,2,0.06
2861642,2015-01-02 16:45:00,2015,1,2,0.08
2861642,2015-01-02 17:00:00,2015,1,2,0.27
2861642,2015-01-02 17:15:00,2015,1,2,0.08
2861642,2015-01-02 17:30:00,2015,1,2,0.1
2861642,2015-01-02 17:45:00,2015,1,2,0.3
2861642,2015-01-02 18:00:00,2015,1,2,0.1
2861642,2015-01-02 18:15:00,2015,1,2,0.71
2861642,2015-01-02 18:30:00,2015,1,2,0.25
2861642,2015-01-02 18:45:00,2015,1,2,0.16
2861642,2015-01-02 19:00:00,2015,1,2,0.09
2861642,2015-01-02 19:15:00,2015,1,2,0.36
2861642,2015-01-02 19:30:00,2015,1,2,1.11
2861642,2015-01-02 19:45:00,2015,1,2,0.2
2861642,2015-01-02 20:00:00,2015,1,2,0.12
2861642,2015-01-02 20:15:00,2015,1,2,0.3
2861642,2015-01-02 20:30:00,2015,1,2,0.19
2861642,2015-01-02 20:45:00,2015,1,2,0.12
2861642,2015-01-02 21:00:00,2015,1,2,0.33
2861642,2015-01-02 21:15:00,2015,1,2,0.12
2861642,2015-01-02 21:30:00,2015,1,2,0.13
2861642,2015-01-02 21:45:00,2015,1,2,0.28
2861642,2015-01-02 22:00:00,2015,1,2,0.09
2861642,2015-01-02 22:15:00,2015,1,2,0.23
2861642,2015-01-02 22:30:00,2015,1,2,0.08
2861642,2015-01-02 22:45:00,2015,1,2,0.06
2861642,2015-01-02 23:00:00,2015,1,2,0.06
2861642,2015-01-02 23:15:00,2015,1,2,1.49
2861642,2015-01-02 23:30:00,2015,1,2,1.84
2861642,2015-01-02 23:45:00,2015,1,2,1.4
2861642,2015-01-03 00:00:00,2015,1,3,1.14
2861642,2015-01-03 00:15:00,2015,1,3,1.03
2861642,2015-01-03 00:30:00,2015,1,3,1.21
2861642,2015-01-03 00:45:00,2015,1,3,1.07
2861642,2015-01-03 01:00:00,2015,1,3,1.02
2861642,2015-01-03 01:15:00,2015,1,3,1.2
